id_listing,judul,harga,alamat,kamar_tidur,kamar_mandi,garasi/carport,luas_tanah,luas_bangunan
hos26848039,"Rumah Siap Huni Di Tengah Kota Bandung, Dekat Pusat Kota Bandung, Sekolah, Rumah Sakit, Terminal Leuwi Panjang, Bandung Kota","Rp 3,6 Miliar",Siap Huni,5,5,1,: 665 m²,: 300 m²
hos84944583,Rumah Cantik View Sunrise Sunset Dan Gunung Tangkuban Perahu,"Rp 2,2 Miliar",Dekat Sekolah,8,5,1,: 105 m²,: 300 m²
hos84495468,Rumah Cakep Lokasi Bagus Di Antapani,"Rp 2,5 Miliar",Full Furnished,5,2,2,: 147 m²,: 210 m²
hos20430854,Dijual Cepat Rumah Keren View Bukit kota Bandung di Dago Resort,Rp 8 Miliar,Siap Huni,4,3,2,: 444 m²,: 350 m²
hos79874261,"Komplek Grand Antapani Townhouse, Bandung. Dijual Rumah Bagus SHM",Rp 850 Juta,Dekat Tempat Ibadah,2,1,1,: 93 m²,: 55 m²
hos66800323,"Rumah Dijual Daerah Margaasih Bandung Jawa Barat , Bandung",Rp 650 Juta,Siap Huni,2,2,2,: 95 m²,: 70 m²
hos98329337,Jual Rumah Nata Endah Dekat Akses Tol Kopo,"Rp 1,5 Miliar",Dekat Akses Transportasi,2,2,null,: 149 m²,: 134 m²
hos52907839,Rumah 2 Lantai di Komplek Palem Permai Soekarno Hatta Bandung,"Rp 1,6 Miliar",Bebas Banjir,4,3,2,: 240 m²,: 126 m²
hos9468678,"Jual Murah Dan Cepat Mainroad Banyak Sumba, Kbp","Rp 1,9 Miliar",Full Furnished,2,2,2,: 126 m²,: 105 m²
hos72359498,"RUMAH LUAS DI AREA LEUWI PANJANG, PETA, KOPO, BANDUNG KOTA","Rp 3,6 Miliar",Siap Huni,5,5,1,: 665 m²,: 300 m²
hos31209041,Rumah Hitung Tanah Murah Dago Dekat Itb,"Rp 1,4 Miliar",Dekat Sekolah,3,2,1,: 145 m²,: 80 m²
hos40887006,Rumah Jual Murah Di Komplek Kopo Safira Residence,"Rp 1,3 Miliar",Dekat Akses Transportasi,2,2,2,: 84 m²,: 130 m²
hos38360627,Rumah Siap Huni Baru 2 Lantai Di Belakang Ultra Jaya Gadobangkong Cimahi,Rp 875 Juta,Siap Huni,3,2,1,: 86 m²,: 65 m²
hos18544152,Summarecon Bandung Cluster.flora.jual.modal,"Rp 1,99 Miliar",Dekat Akses Transportasi,3,2,1,: 90 m²,: 93 m²
hos47163344,Rumah nyaman & siap huni di Metro Margahayu Raya,"Rp 1,32 Miliar",Siap Huni,3,2,1,: 168 m²,: 138 m²
hos67203522,Dijual Rumah Baru Siap Huni Di Jalan Leuwisari Bandung,"Rp 2,5 Miliar",Siap Huni,3,2,1,: 235 m²,: 175 m²
hos33703123,Rumah Leuwisari Terawat Siap Huni,"Rp 1,7 Miliar",Full Furnished,4,2,2,: 101 m²,: 95 m²
hos92626373,Rumah Nyaman Bagus Siap Huni Hook Strategus Di Taman Kopo Indah Satu Kopo Indah,"Rp 1,9 Miliar",Siap Huni,5,3,1,: 155 m²,: 171 m²
hos59246761,"Rumah lama terawat di Komplek Permata Buah Batu, bojongsoang Bandung","Rp 1,2 Miliar",Full Furnished,3,1,1,: 110 m²,: 80 m²
hos68311244,"Rumah Semi Furnished Tatar Mayangsunda, Kota Baru Parahyangan Kbp","Rp 6,9 Miliar",Full Furnished,6,5,null,: 529 m²,: 600 m²
hos67767692,"Rumah Baru Nyaman Tatar Nayapati, Kota Baru Parahyangan, KBP","Rp 6,8 Miliar",Full Furnished,4,3,2,: 290 m²,: 196 m²
hos46228768,Rumah dalam cluster Antapani ada halaman depan & samping,"Rp 2,3 Miliar",Dekat Sekolah,4,2,1,: 285 m²,: 172 m²
hos92744920,RUMAH LUAS NYAMAN STRATEGIS SIAP HUNI DI SUKAMULYA BANDUNG,"Rp 8,5 Miliar",Siap Huni,7,5,1,: 1510 m²,: 400 m²
hos81625286,Rumah Pasteur Murah Dalam Komplek Sukaraja Gunung Batu Bandung,"Rp 2,8 Miliar",Siap Huni,4,3,1,: 398 m²,: 250 m²
hos91635299,Rumah 2 Lantai Siap Huni Di Mainroad Cisaranten Kulon,Rp 890 Juta,Siap Huni,3,2,2,: 90 m²,: 115 m²
hos32569169,Rumah 3 Lantai Bonus Furnish Di Pesona Bali City View Ciwaruga,"Rp 1,65 Miliar",Full Furnished,4,3,2,: 108 m²,: 210 m²
hos5928771,Rumah 2 lantai dekat ke Terminal Riung Bandung & Summarecon,Rp 433 Juta,Dekat Sekolah,2,1,null,: 66 m²,: 60 m²
hos45636004,Rumah Nyaman Full Furnish Tatar Naganingrum Kota Baru Parahyangan,"Rp 3,7 Miliar",Full Furnished,3,2,2,: 256 m²,: 196 m²
hos19153765,Rumah Cozy Full Furnish Tatar Jingganagara Kota Baru Parahyangan,"Rp 3,7 Miliar",Full Furnished,4,3,null,: 200 m²,: 250 m²
hos58995646,Rumah Bagus SHM Luas Kota Baru Parahyangan,"Rp 3,8 Miliar",Full Furnished,4,3,3,: 270 m²,: 250 m²
hos12331836,"Rumah Bagus Pas Bandung Tempo Doeloe, Kota Baru Parahyangan","Rp 8,9 Miliar",Full Furnished,4,3,1,: 560 m²,: 450 m²
hos16753827,Rumah Minimalis Homie Tatar Jingganagara Kota Baru Parahyangan,"Rp 3,8 Miliar",Full Furnished,3,2,2,: 490 m²,: 191 m²
hos30952830,Rumah Manis Semi Furnish Tatar Lokacitra Kota Baru Parahyangan,"Rp 3,6 Miliar",Full Furnished,2,2,2,: 126 m²,: 165 m²
hos68839333,"Rumah Nyaman Tatar Larangtapa,kota Baru Parahyangan Padalarang","Rp 8,9 Miliar",Full Furnished,8,5,null,: 367 m²,: 850 m²
hos40848244,Rumah dekat GOR Citra Cikutra & Widyatama cocok utk kostan,Rp 900 Juta,Dekat Sekolah,4,1,null,: 112 m²,: 100 m²
hos64731166,Langka Setiabudi Rumah Siap Huni Murah Cluster View Bagus Bandung,"Rp 1,45 Miliar",Siap Huni,3,2,2,: 100 m²,: 140 m²
hos27811401,Rumah Bagus Cigadung Siap Huni Lokasi Strategis Dekat Tubagus Ismail Bandung,"Rp 3,3 Miliar",Siap Huni,5,4,1,: 162 m²,: 210 m²
hos22502459,Dijual Rumah Bagus Istimewa Full Furnish 2.5lt Di Singgasana Pradana,"Rp 5,9 Miliar",Full Furnished,4,4,2,: 200 m²,: 350 m²
hos23990274,Rumah 2 Lantai Di Cluster Dekat Grand Sharon Soekarno Hatta,Rp 950 Juta,Siap Huni,4,2,1,: 74 m²,: 125 m²
hos60660472,Rumah Cantik Siap Huni Di Cluster Antapani,Rp 1 Miliar,Full Furnished,3,2,1,: 88 m²,: 86 m²
hos93983823,Dijual Hanya Bulan Ini Rumah Terawat Perumahan Ciwaruga Bandung,"Rp 2,15 Miliar",Full Furnished,3,3,1,: 124 m²,: 130 m²
hos65428320,"Investasi Menguntungkan, Rumah Dago Pakar Resort, Untuk Hunian Atau Airbnb","Rp 2,9 Miliar",Dekat Landmark,4,3,1,: 248 m²,: 210 m²
hos43704543,Dijual Rumah Di Bandung Utara Gaya Cottage Belanda.,"Rp 39,5 Miliar",Dekat Sekolah,3,2,4,: 1580 m²,: 150 m²
hos86684711,Rumah Siap Huni Di Cibiru Dekat Ke Kampus Uin Turun Harga,Rp 525 Juta,Siap Huni,2,1,1,: 100 m²,: 70 m²
hos92751939,Dijual Rumah Summarecon Bandung Amanda,"Rp 2,5 Miliar",Dekat Pusat Perbelanjaan,2,1,1,: 112 m²,: 120 m²
hos65377180,Dijual Rumah Summarecon Bandung Lebar 9 Meter,"Rp 3,15 Miliar",Dekat Pusat Perbelanjaan,4,3,2,: 135 m²,: 142 m²
hos78494412,Dijual Rumah Baru Summarecon Bandung Amanda Lebar 8 Meter,"Rp 2,5 Miliar",Dekat Pusat Perbelanjaan,2,2,1,: 128 m²,: 135 m²
hos58545915,Dijual Rumah Summarecon Bandung Furnished,"Rp 1,65 Miliar",Full Furnished,2,2,1,: 105 m²,: 80 m²
hos48603134,Tampil Mewah Rumah Full Furnished Siap Huni Di Setiabudi Regency,"Rp 2,65 Miliar",Full Furnished,2,2,2,: 200 m²,: 120 m²
hos8591690,Rumah Ada Halaman Depan Belakang Cisaranten Kulon Arcamanik,Rp 680 Juta,Dekat Pusat Perbelanjaan,2,1,1,: 100 m²,: 60 m²
hos75800177,Rumah 2 Lantai Di Bandung Timur Cocok Untuk Investasi,Rp 450 Juta,Siap Huni,3,2,1,: 86 m²,: 146 m²
hos95476835,Rumah Siap Huni Harga Menarik Sayap Buah Batu Komplek Bandung,"Rp 1,5 Miliar",Siap Huni,3,2,2,: 148 m²,: 87 m²
hos28064493,"Rumah siap huni dekat Summarecon, kampus UIN & masjid Al Jabar",Rp 550 Juta,Siap Huni,1,1,1,: 75 m²,: 66 m²
hos52961761,Rumah Kos Hitung Tanah Dekat Ke Alun Alun Bandung Asia Afrika,"Rp 4,1 Miliar",Dekat Sekolah,18,8,4,: 400 m²,: 600 m²
hos45793304,Rumah Mewah Luxury Di Bojong Koneng Cikutra Cimenyan Bandung,"Rp 6,5 Miliar",Full Furnished,6,5,7,: 550 m²,: 400 m²
hos6878557,Rumah Baru Di Komplek Cci Margahayu Permai Sayap Tki,Rp 600 Juta,Dekat Akses Transportasi,2,1,1,: 100 m²,: 50 m²
hos55280227,Rumah 2 lantai lokasi ok di Sayap Burangrang & Gatot Subroto,Rp 12 Miliar,Full Furnished,7,8,5,: 499 m²,: 800 m²
hos53822285,Rumah 1 Lantai Siap Huni Dekat Griya Arcamanik Endah Golf,"Rp 1,7 Miliar",Siap Huni,4,2,2,: 176 m²,: 130 m²
hos69403631,Rumah Siap Huni di Komplek Muara Sayap Peta Bkr Tengah Kota,"Rp 1,35 Miliar",Siap Huni,3,2,2,: 108 m²,: 95 m²
hos24940150,Rumah 2 Lantai Summarecon Bandung Fasilitas Terbaik Kota Bandung,"Rp 1,5 Miliar",Dekat Akses Transportasi,2,2,1,: 77 m²,: 71 m²
hos18641138,"Rumah 1,5 Lantai Jual Cepat Dibawah Pasar Area Turangga,bandung","Rp 2,8 Miliar",Dekat Akses Transportasi,7,4,1,: 282 m²,: 200 m²
hos27551940,"Rumah Lux Exclusive Komplek Strategis Area Arcamanik,bandung","Rp 3,3 Miliar",Dekat Akses Transportasi,3,3,3,: 280 m²,: 300 m²
hos38979638,"Jual Cepat Rumah Siap Huni Turangga Buahbatu, Bandung","Rp 1,95 Miliar",Siap Huni,4,2,1,: 140 m²,: 198 m²
hos53888759,Dijual Rumah Lama Terawat Di Tengah Pusat Kota Bandung,Rp 4 Miliar,Full Furnished,4,2,1,: 242 m²,: 168 m²
hos27173066,"Jual Cepat Rumah 2 Lantai Siap Huni Turangga,kota Bandung","Rp 2,1 Miliar",Siap Huni,4,2,1,: 140 m²,: 198 m²
hos55469061,"Dijual Rumah Sayap BUAH BATU, PUSAT KOTA BANDUNG Dekat Palasari, RS Muhamadiah,  Burangrang.","Rp 2,1 Miliar",Dekat Fasilitas Kesehatan,4,4,1,: 198 m²,: 320 m²
hos64724112,Harga Menarik Rumah di Jalan Alat Musik Turangga Bandung,"Rp 1,8 Miliar",Full Furnished,4,2,4,: 161 m²,: 240 m²
hos61420710,Jarang Ada Rumah Di Sarijadi Dekat Ke Kampus Maranatha Bandung,Rp 675 Juta,Dekat Akses Transportasi,2,1,1,: 85 m²,: 70 m²
hos13974247,Rumah Hoek Komplek Ciganitri Terusan Buahbatu Dekat Kampus Telkom,Rp 785 Juta,Dekat Akses Transportasi,3,2,1,: 142 m²,: 120 m²
hos91748048,"RUMAH DI LEUWI PANJANG, DEKAT KOPO, KOTA BANDUNG. STRATEGIS","Rp 3,6 Miliar",Siap Huni,5,5,1,: 665 m²,: 300 m²
hos92525504,Rumah di Sarijadi dekat ke kampus Maranatha & exit tol Pasteur,Rp 575 Juta,Dekat Akses Transportasi,2,1,1,: 84 m²,: 70 m²
hos84861035,Rumah desain unik dengan suasana sejuk di Cigadung dekat Dago,"Rp 1,57 Miliar",Dekat Sekolah,2,2,2,: 161 m²,: 80 m²
hos50460794,Rumah siap huni di sayap jalan Supratman,Rp 990 Juta,Siap Huni,2,1,1,: 92 m²,: 77 m²
hos34211618,Rumah sejuk dekat ke Unpad Jatinangor di Manglayang regency,Rp 700 Juta,Siap Huni,2,2,1,: 126 m²,: 70 m²
hos7836264,Rumah Siap Huni Di Cluster Riung Bandung Jarang Ada,Rp 525 Juta,Siap Huni,2,1,1,: 90 m²,: 60 m²
hos69672743,Rumah Bagus Full Furnished Siap Huni Di Setiabudi Bandung,"Rp 5,5 Miliar",Full Furnished,6,4,2,: 500 m²,: 850 m²
hos55061388,"Rumah Mewah dan Asri dengan Kolam Renang di Dago Pakar, Bandung",Rp 11 Miliar,Dekat Landmark,5,5,6,: 435 m²,: 800 m²
hos96531368,Rumah kokoh 3 lantai cocok dijadikan kostan dekat Al Jabbar,Rp 793 Juta,Dekat Sekolah,4,2,1,: 90 m²,: 225 m²
hos74337154,Rumah hoek dekat masjid Al Jabbar Bandung Timur,"Rp 1,2 Miliar",Dekat Akses Transportasi,3,1,2,: 135 m²,: 150 m²
hos87136309,Rumah villa di Lembang bonus view cantik & udara sejuk di Cibodas,"Rp 2,7 Miliar",Full Furnished,3,1,5,: 3010 m²,: 120 m²
hos49860203,Rumah Siap Huni di Kalijati Indah One Gate System Antapani,"Rp 1,25 Miliar",Siap Huni,2,2,2,: 124 m²,: 80 m²
hos45030751,Rumah Siap Huni Di Komplek Cluster Cisaranten Arcamanik Bandung,"Rp 1,25 Miliar",Siap Huni,3,2,1,: 150 m²,: 120 m²
hos54483571,Rumah Bagus Siap Huni Di Kawaluyaan Buah Batu Bandung,"Rp 1,3 Miliar",Siap Huni,3,2,1,: 98 m²,: 180 m²
hos53778975,Rumah Bagus 2 Lantai Semi Furnished Setiabudi Bandung,"Rp 1,3 Miliar",Full Furnished,3,2,2,: 120 m²,: 120 m²
hos70165085,Rumah Minimalis Cluster Siap Huni Arcamanik Bandung,"Rp 1,29 Miliar",Siap Huni,4,2,null,: 102 m²,: 150 m²
hos26420061,Rumah Bagus Terawat Siap Huni Di Puri Dago Antapani Bandung,"Rp 1,25 Miliar",Siap Huni,2,1,1,: 120 m²,: 60 m²
hos24548011,Rumah Baru Siap Huni Full Furnished View Cantik,"Rp 1,3 Miliar",Full Furnished,3,2,1,: 150 m²,: 110 m²
hos20627498,Rumah Bagus Minimalis Siap Huni Arcamanik Bandung,"Rp 1,3 Miliar",Siap Huni,4,2,1,: 100 m²,: 119 m²
hos56620297,Rumah Minimalis Siap Huni Arcamanik Bandung,"Rp 1,3 Miliar",Siap Huni,3,2,1,: 100 m²,: 170 m²
hos10575981,Rumah Terawat Siap Huni Komplek Kalijati Antapani Bandung,"Rp 1,3 Miliar",Siap Huni,3,1,1,: 138 m²,: 100 m²
hos98044534,"Rumah Area Leuwipanjang, Cibaduyut, Kopo. Strategis di Bandung","Rp 3,6 Miliar",Dekat Akses Transportasi,5,5,1,: 665 m²,: 300 m²
hos40331131,Dijual Rumah Cantik Hommy Kawasan Elit Batununggal Semy Furnish,"Rp 2,9 Miliar",Full Furnished,4,3,1,: 168 m²,: 130 m²
hos5628371,Rumah Strategis 2 Lt di Ciwaruga Dekat Pesantren Darut Tauhid,Rp 849 Juta,Dekat Akses Transportasi,2,2,1,: 70 m²,: 50 m²
hos75971397,Dijual Cepat Rumah Cantik Siap Huni Lux di Kota Baru Parahyangan,"Rp 1,85 Miliar",Full Furnished,2,2,1,: 90 m²,: 60 m²
hos74458834,"Rumah Murah Subsidi di Parakan Muncang Dekat Rancaekek, Cicilan 1 Jt Flat",Rp 166 Juta,Subsidi,2,1,1,: 60 m²,: 30 m²
hos21632317,Rumah Main Road Cocok Utk Usaha di Ujungberung Bandung Timur,"Rp 3,1 Miliar",Dekat Tempat Wisata,6,4,2,: 626 m²,: 200 m²
hos23277532,"RUMAH 2 Lantai,Cherry Field, Bojong Soang,Bandung","Rp 1,65 Miliar",Full Furnished,2,2,2,: 78 m²,: 71 m²
hos87107876,Rumah Mewah Tanah Dan Bangunan Luas di Arcamanik Antapani,"Rp 12,5 Miliar",Full Furnished,15,12,4,: 1031 m²,: 1350 m²
hos22886023,"Rumah Baru Nuansa Villa di Cihanjuang, One Gate System",Rp 550 Juta,Dekat Sekolah,2,1,1,: 60 m²,: 38 m²
hos61005457,Rumah Minimalis Modern 1 Lantai Di Pusat Kota Bandung,Rp 750 Juta,Siap Huni,2,1,1,: 70 m²,: 36 m²
hos69396970,Jarang ada rumah lama hitung tanah saja di arcamanik endah,"Rp 1,19 Miliar",Dekat Pusat Perbelanjaan,3,2,1,: 176 m²,: 100 m²
hos2401097,Jual Cepat Rumah Minimalis Siap Huni Dalam Komplek Antapani,Rp 880 Juta,Siap Huni,4,3,1,: 71 m²,: 65 m²
hos45380116,PERUMAHAN EKSLUSIVE CIUMBULEIT-DAGO VIEW LEMBANG MODERN HOUSE,"Rp 1,61 Miliar",Dekat Akses Transportasi,4,4,2,: 120 m²,: 110 m²
hos71280698,Rumah Siap Huni Turangga Lingkungan Sangat Nyaman,"Rp 2,85 Miliar",Full Furnished,6,6,1,: 156 m²,: 200 m²
hos91325103,Rumah Minimalis 2 Lantai di Ciumbuleuit Dekat Ke Unpar,"Rp 3,5 Miliar",Siap Huni,4,4,2,: 270 m²,: 420 m²
hos37706061,Rumah Modern Asri Nyaman Dalam Cluster Di Sukahaji Gegerkalong,"Rp 2,1 Miliar",Siap Huni,4,3,1,: 113 m²,: 145 m²
hos22521234,Rumah Mewah Baru di Kawasan Elite Batununggal,"Rp 7,25 Miliar",Siap Huni,4,2,null,: 300 m²,: 400 m²
hos37026296,Rumah Kost Menarik Akses 2mobil di Pasteur Dekat Maranatha,"Rp 1,85 Miliar",Dekat Sekolah,9,10,1,: 131 m²,: 250 m²
hos40316530,Rumah Minimalis Siap Huni di Cikutra Baru Dekat Gedung Sate,"Rp 2,15 Miliar",Siap Huni,6,4,1,: 115 m²,: 300 m²
hos82549691,Rumah Minimalis Murah Baru Renov di Antapani,"Rp 1,5 Miliar",Siap Huni,3,2,2,: 133 m²,: 120 m²
hos57846228,Rumah Mewah Cigadung Posisi Hook Jarang Ada,"Rp 4,4 Miliar",Full Furnished,6,4,null,: 448 m²,: 350 m²
hos74738668,Dijual Rumah Terawat Siap Huni Area Bihbul Sayati Kopo Bandung,"Rp 2,4 Miliar",Full Furnished,4,3,2,: 275 m²,: 310 m²
hos23313825,Rumah lux antapani dalam cluster best locations,"Rp 3,2 Miliar",Full Furnished,3,3,null,: 157 m²,: 200 m²
hos42209169,Termurah Rumah Minimalis Siap Huni di Tanjung Sari Antapani,"Rp 1,15 Miliar",Siap Huni,3,2,1,: 135 m²,: 90 m²
hos76523138,Rumah Murah Siap Huni di Arcamanik Cisaranten Kulon,"Rp 1,15 Miliar",Siap Huni,3,2,1,: 209 m²,: 133 m²
hos31151523,Rumah Murah Siap Huni Kawaluyaan Jarang Ada,"Rp 1,1 Miliar",Siap Huni,4,4,null,: 147 m²,: 100 m²
hos70655746,Rumah Minimalis Siap Huni di Arcamanik Endah,"Rp 1,05 Miliar",Siap Huni,3,3,1,: 120 m²,: 140 m²
hos5033017,Rumah Baru Minimalis Modern di Margahayu Dekat Metro,"Rp 1,15 Miliar",Dekat Pusat Perbelanjaan,4,3,1,: 110 m²,: 150 m²
hos65028447,Rumah Minimalis Siap Huni di Gunung Batu Pasteur,"Rp 1,3 Miliar",Siap Huni,3,3,2,: 112 m²,: 120 m²
hos79103465,Rumah Baru Minimalis Siap Huni di Dago Kampung Padi Cisitu,"Rp 1,4 Miliar",Full Furnished,2,3,1,: 79 m²,: 150 m²
hos26867805,Rumah Siap Huni Batununggal Lingkungan Nyaman,"Rp 2,3 Miliar",Siap Huni,3,3,null,: 180 m²,: 150 m²
hos85578862,Rumah Industrial Murah di Gegerkalong Dekat Maranatha,"Rp 1,8 Miliar",Dekat Sekolah,3,2,1,: 100 m²,: 115 m²
hos37580051,Rumah Lux Batununggal Full Furnished Best Location,"Rp 4,25 Miliar",Full Furnished,3,3,null,: 198 m²,: 270 m²
hos18284801,Rumah Minimalis Siap Huni Strategis di Cikutra Widyatama Itenas,"Rp 1,85 Miliar",Siap Huni,6,3,1,: 242 m²,: 230 m²
hos9872300,Rumah Siap Huni Antapani Jarang Ada Murah Dalam Cluster,"Rp 1,5 Miliar",Siap Huni,5,4,null,: 121 m²,: 156 m²
hos45690477,Rumah Minimalis Siap Huni Strategis di Turangga,"Rp 2,3 Miliar",Siap Huni,5,2,1,: 212 m²,: 150 m²
hos55076963,Rumah Hitung Tanah Deket Cigadung Dago Awiligar,"Rp 1,2 Miliar",Siap Huni,3,2,2,: 195 m²,: 125 m²
hos16094271,Rumah Lama Strategis Deket Kampus Cocok Untuk Invest Dago,"Rp 1,4 Miliar",Dekat Sekolah,3,2,1,: 145 m²,: 80 m²
hos33558220,Rumah Siap Huni Nyaman Arcamanik Endah Bebas Banjir,"Rp 1,6 Miliar",Full Furnished,4,3,1,: 176 m²,: 176 m²
hos11741340,Rumah Mewah Minimalis 2 Lantai di Antapani Dekat Terusan Jakarta,"Rp 4,2 Miliar",Bebas Banjir,5,4,2,: 292 m²,: 300 m²
hos65100929,Rumah lama hitung saja di komplek unpad cigadung,Rp 3 Miliar,Dekat Sekolah,2,2,1,: 256 m²,: 110 m²
hos62068765,Rumah Mewah Minimalis modern di suryalaya,"Rp 2,2 Miliar",Full Furnished,3,3,1,: 119 m²,: 194 m²
hos78027716,Rumah minimalis siap huni di arcamanik endah,"Rp 1,7 Miliar",Subsidi,4,2,2,: 176 m²,: 130 m²
hos25945449,"Rumah Cantik, Bersih Terawat, Siap Huni, Full Furnished Di Cluster One Gate System Cigadung Timur Bandung Utara","Rp 2,3 Miliar",Full Furnished,4,4,1,: 111 m²,: 180 m²
hos26117870,Murah Banget Rumah Besar Dan Asri di Cigadung Selatan Harga Hitung Tanah Pun Masih Termurah,"Rp 3,2 Miliar",Bebas Banjir,4,3,2,: 503 m²,: 370 m²
hos58824519,Turun Harga Rumah Tinggal Asri Dan Terawat Beserta Kost An Aktif Di Cigadung Harga di Bawah Appraisal,Rp 12 Miliar,Full Furnished,26,27,8,: 1240 m²,: 600 m²
hos15657254,JUAL RUMAH LUX MINIMALIS di SETRADUTA,"Rp 17,5 Miliar",Dekat Sekolah,5,7,5,: 700 m²,: 700 m²
hos6093889,"Rumah baru cantik dan Fresh  di Arcamanik  Dengan ""Tema Tropical japanesse""","Rp 1,4 Miliar",Dekat Tempat Ibadah,2,2,1,: 108 m²,: 72 m²
hos4423758,Rumah Flora Summarecon Bandung,"Rp 2,35 Miliar",Dekat Pusat Perbelanjaan,3,2,null,: 90 m²,: 95 m²
hos93033040,"Harga Njop, Rumah Asri Luas , Terawat, Strategis Di Antabaru, Buah Batu,margacinta","Rp 1,85 Miliar",Dekat Akses Transportasi,4,3,1,: 281 m²,: 231 m²
hos98854109,Rumah Baru Summarecon Genova,"Rp 2,6 Miliar",Dekat Sekolah,3,2,2,: 120 m²,: 105 m²
hos76425612,Rumah Baru Siap Huni Di Summarecon,Rp 3 Miliar,Siap Huni,3,2,null,: 135 m²,: 132 m²
hos30971755,Dijual rumah Cluster Hillary Summarecon Bandung,"Rp 5,05 Miliar",Dekat Pusat Perbelanjaan,5,4,null,: 200 m²,: 200 m²
hos28763968,Rumah Nyaman Di Taman Kopo Indah 3 Siap Huni,"Rp 1,05 Miliar",Siap Huni,3,2,1,: 135 m²,: 100 m²
hos73946514,RUMAH BARU SIAP HUNI DI SETIABUDHI REGENCY DILENGKAPI KOLAM RENANG,"Rp 2,9 Miliar",Siap Huni,5,3,1,: 203 m²,: 300 m²
hos55516569,"Turun Harga, Murah, Rumah Luas Rasa Villa Di Bukit Pakar, Sayap Dago, Bandung","Rp 3,5 Miliar",Full Furnished,4,3,2,: 588 m²,: 250 m²
hos51498810,Dijual Rumah Mewah Modern Di Dalam Komplek Dekat Tol Buah Batu,Rp 2 Miliar,Dekat Akses Transportasi,6,3,2,: 150 m²,: 265 m²
hos31619957,"Rumah Unfurnished SHM di Jalan Pluto - Margahayu Raya, Bandung",Rp 850 Juta,Dekat Fasilitas Kesehatan,4,2,1,: 146 m²,: 146 m²
hos82965246,Dijual Kost-Kostan Aktif Jl. Cisitu Dekat Kampus Itb Bandung,"Rp 7,5 Miliar",Dekat Sekolah,29,29,2,: 500 m²,: 800 m²
hos85022329,"Dijual Rumah Siap Huni Di Sayap Jalan Riau, Kota Bandung",Rp 23 Miliar,Siap Huni,11,4,7,: 629 m²,: 600 m²
hos62955681,JUAL RUMAH LUX SIAP HUNI DEKAT EXIT TOL BUAH BATU DI KOMPLEK BUAH BATU REGENCY RBI,"Rp 2,9 Miliar",Siap Huni,4,2,1,: 244 m²,: 320 m²
hos3558906,Di Jual Rumah Terawat Tengah Kota Siap Huni Di Sayap Turangga,"Rp 2,3 Miliar",Full Furnished,4,4,1,: 143 m²,: 258 m²
hos49004029,"Dijual Rumah Lama Samping Kampus UNPAR Ciumbuleuit, Kota Bandung","Rp 5,9 Miliar",Dekat Sekolah,5,2,2,: 256 m²,: 200 m²
hos4183287,"Dijual Rumah Bagus Full Furnished Lokasi Antapani, Kota Bandung","Rp 1,65 Miliar",Full Furnished,3,3,2,: 97 m²,: 100 m²
hos5021010,Dijual Rumah Cocok Untuk Tempat Tinggal Dan Kantor Area Setiabudi,"Rp 10,5 Miliar",Dekat Akses Transportasi,6,5,1,: 750 m²,: 600 m²
hos34256659,"Dijual Rumah Lux Bagus View City, Furnished Komplek Dago Resort",Rp 11 Miliar,Full Furnished,5,3,3,: 647 m²,: 500 m²
hos72901168,"Dijual Rumah 2 Lantai Murah Di Dalam Komplek Griya Mas, Bandung","Rp 3,9 Miliar",Dekat Akses Transportasi,3,3,1,: 265 m²,: 350 m²
hos29835668,Dijual Rumah Lama Hitung Tanah Di Komplek Turangga Buah Batu,"Rp 2,9 Miliar",Dekat Akses Transportasi,4,2,1,: 276 m²,: 200 m²
hos74717513,Termurah Rumah 1 Lantai di Perumahan Elite Setrasari Pasteur,"Rp 5,5 Miliar",Dekat Sekolah,4,2,2,: 520 m²,: 250 m²
hos97159219,Rumah Murah Terawat Di Sariwangi Setiabudhi Siap Huni,"Rp 1,05 Miliar",Siap Huni,5,3,1,: 194 m²,: 220 m²
hos5656769,Rumah Baru Siap Huni Dalam Komplek Turangga,"Rp 2,45 Miliar",Siap Huni,4,3,2,: 100 m²,: 170 m²
hos97824763,Rumah Lux Batununggal Full Furnished Best Location,"Rp 4,25 Miliar",Full Furnished,3,3,null,: 198 m²,: 270 m²
hos8353291,Investasi Terbaik Rumah Kos Kosan di Komplek Perumahan Cijerah Bandung,Rp 650 Juta,Dekat Akses Transportasi,9,2,null,: 86 m²,: 72 m²
hos54739754,"Rumah di Tengah Kota Bandung, Surapati, Gagak Siap Huni Ref.04266",Rp 650 Juta,Siap Huni,5,2,null,: 160 m²,: 140 m²
hos47998194,Rumah Minimalis Hunian Nyaman Siap Huni di Margahayu Raya,Rp 850 Juta,Siap Huni,2,2,1,: 90 m²,: 80 m²
hos20524769,Rumah Baru Renov Ligar Selatan Borma Cikutra Taman M. Pahlawan,Rp 750 Juta,Siap Huni,3,2,1,: 135 m²,: 100 m²
hos98466181,Dijual: Rumah Strategis dengan 5 Kamar Tidur di daerah Turangga,"Rp 3,3 Miliar",Dekat Sekolah,5,2,null,: 170 m²,: 200 m²
hos19008365,"Rumah Terawat Dan Nyaman di Setra Duta, Bandung","Rp 5,2 Miliar",Full Furnished,3,3,1,: 190 m²,: 350 m²
