id_listing,judul,harga,alamat,kamar_tidur,kamar_mandi,garasi/carport,luas_tanah,luas_bangunan
hos15984766,Rumah Villa Luas Tanah 4040 m² di di sindang waas Dago,Rp 18 Miliar,"Dago, Bandung",6,3,8,: 4040 m²,: 400 m²
hos15987388,Jual Cepat Rumah Sukawarna Baru Dekat Sayap Pasteur Bandung,"Rp 4,2 Miliar","Pasteur, Bandung",6,2,1,: 297 m²,: 220 m²
hos16035986,Rumah 2 lantai cocok dijadikan toko di Riung Bandung jalan lebar,Rp 554 Juta,"Soekarno Hatta, Bandung",3,2,2,: 102 m²,: 125 m²
hos16074485,Rumah Mewah Murah 2 Lantai Lokasi Sayap Riau,Rp 5 Miliar,"Riau, Bandung",5,5,5,: 336 m²,: 450 m²
hos16084560,Rumah Baru 2 Lantai Harga Murah dekat Bandung kota di Leuwisari,"Rp 1,25 Miliar","Bandung Kota, Bandung",3,1,1,: 55 m²,: 83 m²
hos16096148,Jual Rumah Lama di Sayap Sunda Veteran Bandung,"Rp 13,2 Miliar","Veteran, Bandung",4,2,2,: 552 m²,: 300 m²
hos16142648,"Rumah Mewah Dan Elite di Sersan Bajuri Bandung, Sudah SHM",Rp 18 Miliar,"Sukasari, Bandung",8,6,null,: 1215 m²,: 900 m²
hos16148715,"Rumah 2 Lantai Baru SHM di Sayap Setra Duta, Bandung","Rp 2,1 Miliar","Setra Duta, Bandung",3,2,2,: 140 m²,: 160 m²
hos16163964,Dijual rumah terawat di Margahayu raya dekat ke Metro,Rp 749 Juta,"Soekarno Hatta, Bandung",3,1,1,: 90 m²,: 70 m²
hos16165277,Jual Cepat Bu Rumah Hitung Tanah 2 In 1 SHM di Soekarno Hatta,Rp 4 Miliar,"Soekarno Hatta, Bandung",6,3,2,: 400 m²,: 300 m²
hos16191369,"Rumah Baru 2 Lantai Modern Minimalis Cluster Setra Duta, Bandung","Rp 2,97 Miliar","Setra Duta, Bandung",3,3,2,: 115 m²,: 165 m²
hos16192087,"RUMAH Batununggal dijual cepat !! Nego sampe deal, owner butuh Uang","Rp 3,3 Miliar","Batununggal, Bandung",4,3,null,: 200 m²,: 204 m²
hos16192967,HARGA HEBOH RUMAH BAGUS TENGAH KOTA JALAN NARIPAN BANDUNG,Rp 9 Miliar,"Braga, Bandung",5,4,6,: 386 m²,: 500 m²
hos16196637,Jual Rumah Gudang Home Industry Murah di Ciganitri Buah Batu Bdg,"Rp 2,9 Miliar","Buah Batu, Bandung",7,6,null,: 500 m²,: 650 m²
hos16202491,di Jual Rumah Luas Murah di Komplek Batu Indah Kota Bandung,"Rp 4,6 Miliar","Buah Batu, Bandung",5,5,5,: 513 m²,: 350 m²
hos16204901,Dijual Cepat Butuh Rumah Modern Minimalis di Dbali Pasteur,Rp 875 Juta,"Pasteur, Bandung",3,2,null,: 57 m²,: 128 m²
hos16207220,Dijual Rumah Lokasi Keren di Jingganagara Hoek Kota Baru,"Rp 2,75 Miliar","Kota Baru Parahyangan, Bandung",2,2,null,: 168 m²,: 130 m²
hos16207676,Dijual Rumah Harga Termurah 2 Lantai di Mayangsunda Kota Baru,Rp 3 Miliar,"Kota Baru Parahyangan, Bandung",3,2,1,: 220 m²,: 117 m²
hos16207766,"Di Jual Rumah Kawasan Asri Super Nyaman Sejuk, Tatar Wangsakerta Kota Baru Parahyangan","Rp 1,75 Miliar","Kota Baru Parahyangan, Bandung",2,1,null,: 126 m²,: 65 m²
hos16270344,"Rumah 2 Lantai Bagus Unfurnished SHM di Sayap Pajajaran, Bandung",Rp 18 Miliar,"Pajajaran, Bandung",4,3,9,: 360 m²,: 760 m²
hos16270407,Rumah Belanda Hitung Tanah Strategis Shm Di Sayap Pajajaran,Rp 8 Miliar,"Pajajaran, Bandung",1,1,null,: 400 m²,: 400 m²
hos16272034,R Sumber Sari,"Rp 2,5 Miliar","Babakanciparay, Bandung",4,2,null,: 180 m²,: 200 m²
hos16287713,"Rumah 2 Lantai Luas Terawat di Setra Sari Sutami, Bandung","Rp 6,5 Miliar","Setra Sari, Bandung",4,2,2,: 520 m²,: 250 m²
hos16293762,Rumah Nyaman Terawat di Mekar Wangi Bandung,"Rp 2,6 Miliar","Mekar Wangi, Bandung",3,3,1,: 107 m²,: 180 m²
hos16312006,"Rumah 2 Lantai Halaman Luas Di Komp Dadali, Bangunan Terawat","Rp 3,49 Miliar","Dadali, Bandung",4,2,5,: 240 m²,: 175 m²
hos16378280,"Rumah 2 Lantai Minimalis Modern Baru di Mekarwangi, Bandung",Rp 2 Miliar,"Mekar Wangi, Bandung",2,2,1,: 75 m²,: 130 m²
hos16384862,Rumah mewah kbp,"Rp 9,5 Miliar","Padalarang, Bandung",4,4,4,: 451 m²,: 473 m²
hos16402822,"Rumah Baru 2 Lantai Modern Minimalis di Mekar Wangi, Bandung","Rp 3,15 Miliar","Mekar Wangi, Bandung",4,3,2,: 150 m²,: 168 m²
hos16428898,"Rumah Dengan Kolam Renang Mewah Sudirman, Town House Bandung","Rp 5,7 Miliar","Sudirman, Bandung",4,3,1,: 149 m²,: 250 m²
hos16435450,Rumah Dijual Minimalis Milenial di Sayap Ramdan,"Rp 2,39 Miliar","BKR, Bandung",4,4,null,: 117 m²,: 146 m²
hos16493117,Jual Cepat Taman Kopo Katapang 2 Lantai Bonus Kicthen Set,"Rp 1,5 Miliar","Katapang, Bandung",3,2,3,: 126 m²,: 156 m²
hos16500539,Rumah Murah Lokasi Bagus Cijagra Situsari Buah Batu,"Rp 3,2 Miliar","Cijagra, Bandung",4,3,1,: 325 m²,: 350 m²
hos16500751,Rumah Murah Hitung Tanah Ciwastra Bandung,Rp 750 Juta,"Ciwastra, Bandung",5,4,null,: 200 m²,: 150 m²
hos16560212,"Rumah Bagus Ada Gazebo SHM di Dago Resort, Bandung",Rp 10 Miliar,"Dago, Bandung",2,7,2,: 708 m²,: 400 m²
hos16560302,"Rumah Lux Luas Bagus SHM di Setiabudi Regency, Bandung","Rp 8,5 Miliar","Setiabudi, Bandung",6,3,3,: 1000 m²,: 8000 m²
hos16589162,"Dijual Rumah Sayap Supratman, Jl Nanas Bandung",Rp 12 Miliar,"Bandung Wetan, Bandung",4,2,2,: 410 m²,: 154 m²
hos16589859,Dijual 3 Unit Rumah Baru di Pondok Hijau Setiabudi Bandung,Rp 3 Miliar,"Setiabudi, Bandung",4,3,null,: 151 m²,: 200 m²
hos16590808,"Dekat Muara Leuwipanjang Bandung, New, Minimalis, Jalan Lebar Pisan","Rp 1,25 Miliar","Bandung Kota, Bandung",3,2,1,: 70 m²,: 100 m²
hos16593161,"Rumah Bagus Unfurnished SHM di Taman Kopo Indah 3, Bandung","Rp 1,5 Miliar","Taman Kopo Indah, Bandung",3,2,1,: 100 m²,: 150 m²
hos16597650,Rumah Nyaman 3 Lantai di Dago Resort Bandung Utara,"Rp 4,3 Miliar","Dago, Bandung",4,4,1,: 220 m²,: 300 m²
hos16601343,Rumah Sayap Pasteur !!! Termurah Saat Ini Cipedes Pasteur,"Rp 1,4 Miliar","Pasteur, Bandung",3,2,1,: 98 m²,: 110 m²
hos16607531,Bu Keras Rumah Di Padasuka Atas Cimenyan Bandung Murah Yukk,Rp 1 Miliar,"Padasuka, Bandung",4,3,1,: 286 m²,: 500 m²
hos16625740,Rumah Murah Bagus di Taman Kopo Indah 2 Bandung,Rp 850 Juta,"Taman Kopo Indah, Bandung",2,1,null,: 90 m²,: 70 m²
hos16629219,"di Rumah Nyaman Di Kembar Mas,dan Bisa Dipakai Usaha Coffe Shop","Rp 5,5 Miliar","Regol, Bandung",7,4,2,: 375 m²,: 375 m²
hos16668501,"Rumah Plus Gor SHM Strategis Tengah Kota di Cibaduyut, Bandung","Rp 6,5 Miliar","Cibaduyut, Bandung",6,3,null,: 465 m²,: 465 m²
hos16677326,Rumah 2 Lantai Bagus di Suryalaya Buahbatu Kota Bandung,"Rp 1,65 Miliar","Bandung Kota, Bandung",4,3,null,: 73 m²,: 120 m²
hos16700599,Rumah Baru 1 lantai dekat sekolah dan supermarket di Kopo Permai,"Rp 1,45 Miliar","Kopo, Bandung",3,2,1,: 155 m²,: 110 m²
hos16703799,Rumah bernuansa alam,Rp 280 Juta,"Katapang, Bandung",2,1,1,: 72 m²,: 50 m²
hos16707744,"Sayap Kembar Bkr Bandung Kota, Termurah, Jalan Lebar","Rp 1,1 Miliar","Bandung Kota, Bandung",5,2,null,: 144 m²,: 90 m²
hos16782777,R Modern Taman Holis Indah,"Rp 2,5 Miliar","Bandung Kulon, Bandung",3,3,null,: 150 m²,: 220 m²
hos16856314,Rumah Jl Golf Barat Bandung Timur Arcamanik Kota Bandung,"Rp 2,5 Miliar","Arcamanik, Bandung",3,2,2,: 230 m²,: 250 m²
hos16865265,Rumah Dijual Nyaman Minimalis di Taman Kopo Indah,"Rp 1,9 Miliar","Taman Kopo Indah, Bandung",3,3,null,: 112 m²,: 167 m²
hos16885236,Rumah Kota Baru Parahyangan Cluster Mayang Sunda Lux 4 Lantai Shm,"Rp 7,5 Miliar","Padalarang, Bandung",5,6,null,: 282 m²,: 545 m²
hos16920981,Rumah Lama Hitung Tanah di Metro Margahayu Bandung Dibawah Njop,"Rp 1,15 Miliar","Margahayu, Bandung",5,2,1,: 144 m²,: 90 m²
hos16949468,Rumah Lux Setiabudi Regency Bandung,"Rp 3,75 Miliar","Bandung Utara, Bandung",3,4,null,: 297 m²,: 220 m²
hos16964276,Rumah Baru Pondok Hijau Cluster Tulip Bandung,"Rp 2,25 Miliar","Pondok Hijau, Bandung",3,3,2,: 119 m²,: 150 m²
hos17003265,"Di Jual Rumah Taman Holis Indah 2, Lingkungan Asri Depan Taman , Bandung","Rp 1,3 Miliar","Holis Cigondewah, Bandung",2,1,null,: 114 m²,: 90 m²
hos17019720,"Brahmapuri Rumah Mewah Modern Classic Di Podomoro Park, Bandung","Rp 7,4 Miliar","Podomoro Park Bandung, Bandung",4,3,2,: 198 m²,: 230 m²
hos17023444,Batununggal 1 Lantai Kt 4+1,"Rp 4,25 Miliar","Batununggal, Bandung",null,null,null,: 300 m²,: 230 m²
hos17051385,"Rumah Lama Cocok Untuk Guest House, Cafe Taman Di Dago, Dago","Rp 34,8 Miliar","Dago, Bandung",15,8,10,: 1413 m²,: 700 m²
hos17124126,"Rumah, Turangga  SHM - Sertifikat Hak Milik Unfurnished Bagus","Rp 2,7 Miliar","Turangga, Bandung",3,3,2,: 209 m²,: 175 m²
hos17132613,Rumah Lelang Minimalis Murah di Taman Kopo Indah 3,Rp 560 Juta,"Taman Kopo Indah, Bandung",2,1,null,: 94 m²,: 43 m²
hos17132662,Rumah Lelang Bagus Nyaman Murah di Kamarasan Residence Bandung,Rp 430 Juta,"Buah Batu, Bandung",3,2,null,: 84 m²,: 105 m²
hos17132666,Rumah Lelang Murah di Terusan Soma Kiaracondong Bandung,Rp 350 Juta,"Kiaracondong, Bandung",2,2,null,: 40 m²,: 80 m²
hos17132668,Rumah Modern Minimalis Murah di Taman Kopo Indah 3,"Rp 1,4 Miliar","Taman Kopo Indah, Bandung",4,3,null,: 170 m²,: 220 m²
hos17132685,Rumah Keren Besar Murah di Maleber Bandung,"Rp 1,5 Miliar","Andir, Bandung",5,4,null,: 170 m²,: 350 m²
hos17132738,Rumah Lelang Bagus Nyaman Murah di Sayap Raya Katapang,Rp 457 Juta,"Katapang, Bandung",3,2,1,: 47 m²,: 80 m²
hos17132744,Rumah Cantik Murah di The Billabong Soetta Bandung,"Rp 1,33 Miliar","Gede Bage, Bandung",4,3,null,: 208 m²,: 143 m²
hos17132746,Rumah Cantik Minimals Murah di Kiaracondong Bandung,Rp 1 Miliar,"Kiaracondong, Bandung",4,3,null,: 167 m²,: 274 m²
hos17132751,Rumah Lelang Bagus Nyaman Murah di Permata Kopo,Rp 282 Juta,"Kopo, Bandung",3,1,null,: 80 m²,: 62 m²
hos17132814,Rumah Keren Nyaman Murah di Kopo Permai Bandung,"Rp 1,05 Miliar","Kopo Permai, Bandung",4,3,null,: 253 m²,: 140 m²
hos17132878,Rumah Kost Aktif Murah di Sekelimus Bandung,"Rp 1,05 Miliar","Buah Batu, Bandung",8,4,null,: 90 m²,: 225 m²
hos17132907,Rumah Lelang Nyaman Murah di Permata Tamansari Cisaranten Bandung,Rp 481 Juta,"Arcamanik, Bandung",2,2,null,: 131 m²,: 120 m²
hos17132981,Rumah Cantik Nyaman Murah di Kopo Permai 2 Bandung,"Rp 1,45 Miliar","Kopo, Bandung",3,2,null,: 155 m²,: 110 m²
hos17132995,Rumah Lelang Cantik Murah di Green Sahara Residence Bandung,Rp 580 Juta,"Padasuka, Bandung",2,1,null,: 66 m²,: 50 m²
hos17133240,Rumah Nyaman Murah di Taman Kopo Indah Bandung,"Rp 1,2 Miliar","Taman Kopo Indah, Bandung",2,1,null,: 102 m²,: 100 m²
hos17133374,Rumah Lelang Bagus Cantik Di Taman Kopo Katapang,Rp 539 Juta,"Katapang, Bandung",2,1,null,: 140 m²,: 56 m²
hos17133449,Dijual Lelang Rumah 2 Lantai Nyaman Unik di Joging Arcamanik,"Rp 1,1 Miliar","Arcamanik, Bandung",4,3,null,: 176 m²,: 236 m²
hos17133565,Dijual Lelang Rumah Grand Sharon Residence Jalan Plumeria,Rp 456 Juta,"Gede Bage, Bandung",2,1,null,: 72 m²,: 45 m²
hos17133585,Dijual Rumah Minimalis Nyaman Murah di Taman Kopo Indah 1,"Rp 1,3 Miliar","Taman Kopo Indah, Bandung",4,1,null,: 165 m²,: 130 m²
hos17133627,Dijual Murah Cepat Rumah Minimalis di Kopo Permai 1,"Rp 1,1 Miliar","Kopo Permai, Bandung",5,2,null,: 203 m²,: 200 m²
hos17145685,"Rumah Baru Minimalis di Setra Duta, Bandung Utara","Rp 6,15 Miliar","Setra Duta, Bandung",4,3,2,: 240 m²,: 380 m²
hos17161167,Dijual Rumah 2 Lantai di TKI V Sherwood,"Rp 1,9 Miliar","Taman Kopo Indah, Bandung",3,3,1,: 120 m²,: 150 m²
hos17168295,Dijual rumah murah di komplek Arcamanik kota bandung,"Rp 3,8 Miliar","Arcamanik, Bandung",4,3,3,: 421 m²,: 220 m²
hos17177885,Rumah Lelang Sangat Terawat Dan Murah di Taman Kopo Indah Bandung,Rp 500 Juta,"Taman Kopo Indah, Bandung",2,1,1,: 96 m²,: 70 m²
hos17183545,"Dijual Rumah 2 Lantai Sudah SHM di Pasteur, Bandung",Rp 4 Miliar,"Pasteur, Bandung",4,3,null,: 340 m²,: 240 m²
hos17206595,Dijual Tanah Dan Rumah Di Sayap Jln Nanjung Kutawaringin,"Rp 4,2 Miliar","Kutawaringin, Bandung",7,4,null,: 1000 m²,: 440 m²
hos17243086,RUKAN DENGAN TAMAN LUAS di SAYAP SUKAJADI,"Rp 9,2 Miliar","Sukajadi, Bandung",9,4,7,: 713 m²,: 350 m²
hos17243987,Rumah Murah Untuk Usaha 2 Lantai di Antapani Raya,Rp 700 Juta,"Antapani, Bandung",2,2,1,: 52 m²,: 70 m²
hos17253042,"Rumah 3 Lantai di Lokasi Eksklusif Setra Duta, Bandung Utara","Rp 2,85 Miliar","Setra Duta, Bandung",3,3,3,: 84 m²,: 193 m²
hos17280498,"Daerah Arcamanik , Kodya Bandung",Rp 875 Juta,"Arcamanik, Bandung",2,2,null,: 120 m²,: 90 m²
hos17281360,Rumah Dijual Minimalis Cantik di Taman Kopo Indah 2,"Rp 1,07 Miliar","Taman Kopo Indah, Bandung",2,1,null,: 84 m²,: 43 m²
hos17295240,Dijual Murah Rumah Minimalis Baru Renov Melong Cijerah 2 Cimahi,Rp 600 Juta,"Cijerah, Bandung",2,2,1,: 95 m²,: 100 m²
hos17295451,Rumah Minimalis Nyaman Murah di Guruminda Arcamanik,Rp 540 Juta,"Arcamanik, Bandung",3,2,1,: 152 m²,: 120 m²
hos17302981,Dijual Rumah Luas Murah Antik di Antapai Dekat Ke Fasilitan Umum,"Rp 2,1 Miliar","Antapani, Bandung",5,2,2,: 280 m²,: 192 m²
hos17315647,Jual Rumah Di Komplek Desa Sangkanghurip Shm Bagus,Rp 300 Juta,"Soreang, Bandung",2,1,1,: 70 m²,: 50 m²
hos17321509,Rumah Dijual Lokasi Strategis di Arcamanik Komplek Golf,"Rp 2,8 Miliar","Arcamanik, Bandung",6,4,null,: 240 m²,: 200 m²
hos17330084,RUMAH CANTIK MINIMALIS di Sayap Sukajadi*,"Rp 2,2 Miliar","Sukajadi, Bandung",4,3,2,: 144 m²,: 180 m²
hos17343814,"Rumah Bagus Shm - Sertifikat Hak Milik Di Cipaku , Cipaku","Rp 4,9 Miliar","Cipaku, Bandung",6,4,2,: 499 m²,: 393 m²
hos17368893,Rumah Baru di Turangga Buah Batu Bandung,"Rp 2,45 Miliar","Buah Batu, Bandung",3,3,2,: 120 m²,: 140 m²
hos17370995,"Rumah Modern Minimalis Sangat Mewah di Mekar Wangi, Bandung","Rp 4,8 Miliar","Mekar Wangi, Bandung",4,3,1,: 180 m²,: 365 m²
hos17384141,Rumah Cicalengka Lokasi Strategis Cicalengka Bandung,Rp 600 Juta,"Cicalengka, Bandung",3,1,1,: 138 m²,: 150 m²
hos17384700,Rumah Di Holis Regency 3 Lantai Bandung Jawa Barat,Rp 8 Miliar,"Holis Cigondewah, Bandung",6,5,1,: 647 m²,: 825 m²
hos17408860,Jual Cepat Rumah Budisari Setiabudi Bandung,"Rp 3,5 Miliar","Setiabudi, Bandung",3,1,2,: 340 m²,: 220 m²
hos17411613,Murah Rumah Sayap Jl Peta Cocok Huni Gudang Kopo Soeta Bandung,"Rp 3,6 Miliar","Kopo, Bandung",5,5,1,: 665 m²,: 300 m²
hos17428415,DIJUAL RUMAH BARU 3LANTAI SEDANG FINISHING 95% DI KOTA BARU KBP,"Rp 17,5 Miliar","Padalarang, Bandung",8,7,4,: 619 m²,: 1200 m²
hos17436953,Rumah Cantik Keren Kota Baru Parahyangan Bandung,"Rp 2,3 Miliar","Kota Baru Parahyangan, Bandung",3,2,null,: 162 m²,: 96 m²
hos17437043,Rumah Keren Minimalis di Tatar Simakirana Kbp,"Rp 2,7 Miliar","Kota Baru Parahyangan, Bandung",3,2,null,: 120 m²,: 84 m²
hos17437047,Rumah Cantik Dan Keren View Danau Di Kota Baru Parahyangan,"Rp 6,5 Miliar","Kota Baru Parahyangan, Bandung",3,2,null,: 495 m²,: 450 m²
hos17437145,Rumah Hoek Modern Minimalis di Tatar Kamandaka Kbp,"Rp 4,4 Miliar","Kota Baru Parahyangan, Bandung",5,4,null,: 240 m²,: 200 m²
hos17437155,Rumah Baru Minimalis Lux di Kota Baru Parahyangan,Rp 8 Miliar,"Kota Baru Parahyangan, Bandung",4,4,2,: 500 m²,: 475 m²
hos17437191,Rumah Nyaman Terawat di Tatar Jingganagara Kbp,"Rp 2,1 Miliar","Kota Baru Parahyangan, Bandung",2,1,null,: 108 m²,: 70 m²
hos17437192,Rumah Bagus Nyaman di Tatar Wangsakerta Kbp,"Rp 1,95 Miliar","Kota Baru Parahyangan, Bandung",2,1,null,: 126 m²,: 100 m²
hos17437280,Rumah Minimalis Mewah di Tatar Rambutkasih Kbp,Rp 8 Miliar,"Kota Baru Parahyangan, Bandung",4,4,null,: 475 m²,: 500 m²
hos17437291,Rumah Cantik Modern Mewah di Tatar Kumalasinta Kbp,"Rp 16,5 Miliar","Kota Baru Parahyangan, Bandung",9,8,2,: 577 m²,: 700 m²
hos17437469,Rumah Minimalis Modern Keren Banget Kota Baru Parahyangan,"Rp 2,1 Miliar","Kota Baru Parahyangan, Bandung",3,2,null,: 120 m²,: 94 m²
hos17441617,Rumah Minimalis Nyaman Murah di Margahayu,Rp 1 Miliar,"Soekarno Hatta, Bandung",4,2,1,: 144 m²,: 140 m²
hos17441648,Rumah Minimalis Nyaman Murah di Buana Indah,"Rp 1,3 Miliar","BKR, Bandung",3,2,null,: 90 m²,: 137 m²
hos17441814,Rumah Minimalis Terawat Murah di Sayap Soekarno Hatta,"Rp 1,3 Miliar","Soekarno Hatta, Bandung",4,2,1,: 168 m²,: 116 m²
hos17441898,Rumah Nyaman Murah di Saroja Home Residence Soreang,Rp 400 Juta,"Soreang, Bandung",2,1,null,: 72 m²,: 40 m²
hos17445183,Rumah Villa Cigadung Dago Bandung,Rp 15 Miliar,"Cigadung, Bandung",3,2,2,: 2200 m²,: 170 m²
hos17464584,Rumah Luas 151 Di Taman Kopo Indah 1 Bandung,Rp 750 Juta,"Taman Kopo Indah, Bandung",2,2,1,: 151 m²,: 100 m²
hos17491924,Rumah 2 Lantai Di Jalan Purbasari Cimahi Tengah Pakir 4 Mbl,"Rp 1,8 Miliar","Cimahi, Bandung",3,2,1,: 150 m²,: 100 m²
hos17512338,Hotel & kostan Bagus & modern di Setiabudi Bandung,"Rp 10,5 Miliar","Setiabudi, Bandung",12,13,8,: 418 m²,: 500 m²
hos17518779,Rumah 1 Lantai di Taman Mutiara Kota Cimahi,Rp 980 Juta,"Cimahi, Bandung",2,1,1,: 84 m²,: 70 m²
hos17520306,Jual Rumah Baru Leuwisari Jarang Ada,"Rp 1,45 Miliar","Leuwi Panjang, Bandung",3,2,1,: 65 m²,: 94 m²
hos17520331,Jual Rumah Baru Leuwisari Jarang Ada,"Rp 1,55 Miliar","Leuwi Panjang, Bandung",2,2,1,: 75 m²,: 102 m²
hos17520352,Jual Rumah Baru Leuwisari Jarang Ada,"Rp 1,85 Miliar","Leuwi Panjang, Bandung",2,2,1,: 96 m²,: 90 m²
hos17530157,Rumah Lux Minimalis 4 Lantai+lift Harga Terjangkau Di Setrasari Bagus,"Rp 5,5 Miliar","Setra Sari, Bandung",4,3,1,: 194 m²,: 280 m²
hos17570116,Rumah Vintage Sayap Gatsu Dekat Simpang Lima,Rp 16 Miliar,"Gatot Subroto, Bandung",4,2,1,: 498 m²,: 220 m²
hos17573706,RUMAH BESAR ASRI NYAMAN di Tatar Naganingrum KBP,"Rp 4,2 Miliar","Kota Baru Parahyangan, Bandung",3,2,2,: 252 m²,: 310 m²
hos17592805,Rumah bagus seperti baru d komplek Singgasana,"Rp 4,5 Miliar","Mekar Wangi, Bandung",4,3,2,: 145 m²,: 275 m²
hos17615309,Dijual Cepat Rumah Arcamanik Endah Harga Murah,Rp 875 Juta,"Arcamanik, Bandung",2,2,1,: 120 m²,: 90 m²
hos17622039,Jual Cepat Rumah Bagus Di Hook Sayap Buah Batu Bagus,"Rp 2,5 Miliar","Buah Batu, Bandung",3,3,1,: 213 m²,: 200 m²
hos17666081,"Dijual rumah di Jl. Pandan Wangi Raya, Cibiru Wetan - Kab. Bandung","Rp 1,3 Miliar","Cibiru, Bandung",2,2,4,: 264 m²,: 60 m²
hos17671965,Rumah Ex Kantor Lokasi Bagus Dalam Komplek Turangga,"Rp 1,8 Miliar","Turangga, Bandung",4,3,1,: 144 m²,: 360 m²
hos17673806,Lokasi Strategis Rumah Baru 2 Lantai Tatar Tarubhawana Kota Baru Parahyangan,"Rp 2,27 Miliar","Kota Baru Parahyangan, Bandung",3,2,1,: 120 m²,: 94 m²
hos17701378,Rumah jarang ada 1M an di Holis Bandung,Rp 1 Miliar,"Holis Cigondewah, Bandung",2,1,null,: 90 m²,: 45 m²
hos17706693,Ruko Strategis Gatot Subroto Bandung Kota Lokasi Premium,Rp 11 Miliar,"Gatot Subroto, Bandung",4,2,4,: 512 m²,: 200 m²
hos17706772,Di jual rumah + gudang di mainroad soekarno hatta,Rp 18 Miliar,"Soekarno Hatta, Bandung",3,3,8,: 1200 m²,: 500 m²
hos17720960,Dijual Rumah Komplek Bandung Indah Cipamokolan Sayap Ciwastra,Rp 900 Juta,"Bandung Timur, Bandung",4,2,1,: 104 m²,: 120 m²
hos17733970,Jual Rumah Murah Gland Ciwastra Bandung,Rp 575 Juta,"Bojongsoang, Bandung",2,1,1,: 60 m²,: 50 m²
hos17735036,DIJUAL Cepat Rumah Kost Daerah Strategis Pasteur Bandung,Rp 5 Miliar,"Pasteur, Bandung",14,4,2,: 300 m²,: 250 m²
hos17757423,ASRI dan SEJUK Rumah View Bagus di Pasir Impun Arcamanik,"Rp 1,45 Miliar","Arcamanik, Bandung",3,3,5,: 320 m²,: 120 m²
hos17758463,"Rumah 2 Lantai Bagus SHM di Antapani, Bandung",Rp 675 Juta,"Antapani, Bandung",3,2,1,: 60 m²,: 110 m²
hos17760459,Rumah Banyak Kamar Bagus di Cikutra Bandung,"Rp 1,7 Miliar","Cikutra, Bandung",8,4,null,: 100 m²,: 180 m²
hos17766060,Dijual Rumah Hoek Nyaman Di Arcamanik Bandung,"Rp 1,4 Miliar","Arcamanik, Bandung",4,3,null,: 164 m²,: 240 m²
hos17769002,Rumah Adem samping mesjid banget,Rp 550 Juta,"Cihanjuang, Bandung",5,2,1,: 112 m²,: 112 m²
hos17778602,Rumah Minimalis Di Banyaksumba Kota Baru Parahyangan,"Rp 1,98 Miliar","Kota Baru Parahyangan, Bandung",2,2,null,: 72 m²,: 86 m²
hos17779660,Jual Rumah Besar Lokasi Strategis di Batu Mas Mengger,"Rp 1,8 Miliar","Regol, Bandung",5,3,1,: 154 m²,: 220 m²
hos17780173,Rumah Baru MInimalis Modern di Komplek Setra Duta,"Rp 3,5 Miliar","Setra Duta, Bandung",3,3,null,: 127 m²,: 200 m²
hos17780211,Rumah Cantik Modern di Setra Duta Terawat,"Rp 3,5 Miliar","Setra Duta, Bandung",4,2,null,: 180 m²,: 250 m²
hos17798954,Rumah kost 12 kamar full isi siap lanjutkan di kurdi,"Rp 1,6 Miliar","Moch Toha, Bandung",12,7,null,: 114 m²,: 200 m²
hos17802476,"RUMAH DI ISTANA Sudirman Bandung Jawa Barat , Bandung","Rp 1,6 Miliar","Sudirman, Bandung",3,2,1,: 74 m²,: 39 m²
hos17816979,Rumah Minimalis Nyaman di Wangsakerta Kota Baru Parahyangan,"Rp 2,15 Miliar","Kota Baru Parahyangan, Bandung",3,2,null,: 126 m²,: 80 m²
hos17818141,Rumah Bagus Nyaman Murah di Gempol Asri Cijerah,"Rp 1,25 Miliar","Cijerah, Bandung",3,2,null,: 114 m²,: 100 m²
hos17818160,Rumah Cantik Asri Murah di Cherry Field Bojongsoang,"Rp 1,1 Miliar","Bojongsoang, Bandung",3,1,null,: 90 m²,: 65 m²
hos17818244,Rumah Lelang Murah dan Strategis di TUrangga Bandung,"Rp 1,97 Miliar","Turangga, Bandung",3,2,1,: 245 m²,: 435 m²
hos17818252,Rumah Cantik Nyaman Murah di Pondok Hijau Indah Gegerkalong,"Rp 1,3 Miliar","Geger Kalong, Bandung",2,2,null,: 90 m²,: 105 m²
hos17818325,Rumah Nyaman Murah di Grand Sharon Bandung,"Rp 1,1 Miliar","Rancasari, Bandung",2,1,null,: 102 m²,: 50 m²
hos17832255,Bonus Diskon Rumah Baru Arcamanik Bandung 2 Lantai,"Rp 1,13 Miliar","Arcamanik, Bandung",4,2,2,: 95 m²,: 85 m²
hos17836615,Rumah Cantik View Danau di Subanglarang Kota Baru Parahyangan,"Rp 7,5 Miliar","Kota Baru Parahyangan, Bandung",5,4,2,: 360 m²,: 285 m²
hos17854091,"Bumi Luhur,.rumah 2,5 Lantai Lingkungan Nyaman Di Tatar Surawisesa Cluster Wisesa Asri Kota Baru Parahyangan Kbp Bandung","Rp 4,31 Miliar","Kota Baru Parahyangan, Bandung",3,2,2,: 220 m²,: 180 m²
hos17862976,Rumah 2 Lantai Minimalis Modern Di Cisaranten Kulon Arcamanik,Rp 950 Juta,"Arcamanik, Bandung",3,2,1,: 100 m²,: 100 m²
hos17884570,Jual Rumah Nyaman Di Permata Kopo Bandung,Rp 625 Juta,"Kopo, Bandung",2,1,null,: 82 m²,: 60 m²
