id_listing,judul,harga,alamat,kamar_tidur,kamar_mandi,garasi/carport,harga_rp,luas_tanah_sqm,luas_bangunan_sqm,kecamatan,wilayah,segmen_harga,segmen_lt,latitude,longitude,jarak_pusat_kota(km)
hos18704977,"Ready To Move In, Rumah Baru Di Kawasan Ramai Tengah Kota, Cijagra, Bandung","Rp 2,45 Miliar","Cijagra, Bandung",2,4,2,2450000000,120,160,Lengkong,Bandung Tengah,1.5-3M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos18347138,"For Sale Rumah Tinggal Nyaman Di Kawasan Tenang Cijagra, Bandung","Rp 2,45 Miliar","Buah Batu, Bandung",4,3,2,2450000000,120,160,Buah Batu,Bandung Selatan,1.5-3M,120-200sqm,-6.965688011053042,107.63789418028449,6.79
hos18941543,"Hunian Nyaman 2 Lantai Sudah Semifurnish di Setra Duta, Bandung","Rp 1,6 Miliar","Setra Duta, Bandung",5,2,1,1600000000,105,100,Sukasari,Bandung Utara,1.5-3M,60-120sqm,-6.889291249999999,107.58870509879455,3.37
hos18892939,"Lengkap Dengan Furniture, Rumah 2 Lantai Di Kawasan Antapani Wetan, Bandung","Rp 3,5 Miliar","Antapani, Bandung",3,2,1,3500000000,127,220,Antapani,Bandung Timur,3-7M,120-200sqm,-6.9178562,107.65988138469118,5.56
hos19033793,"Jual Cepat, Dengan Harga Lebih Murah, Rumah Diarea Taman Holis Indah, Bandung",Rp 1 Miliar,"Holis Cigondewah, Bandung",1,1,1,1000000000,119,60,Astana Anyar,Bandung Tengah,500 juta-1.5M,60-120sqm,-6.9324654500000005,107.59881535095596,2.68
hos19043970,Rumah Antapani Bandung Siap Huni Dalam Komplek Setra Dago,"Rp 2,25 Miliar","Antapani, Bandung",5,3,2,2250000000,147,166,Antapani,Bandung Timur,1.5-3M,120-200sqm,-6.9178562,107.65988138469118,5.56
hos18349299,"Turun Harga Lagi, Murah, Bu, Rumah Lux Baru Dkt Jl Raya Setiabudi","Rp 1,15 Miliar","Geger Kalong, Bandung",2,3,1,1150000000,168,100,Sukasari,Bandung Utara,500 juta-1.5M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos19043882,Rumah Minimalis Siap Huni di Bantununggal Bandung Kota,"Rp 2,25 Miliar","Batununggal, Bandung",4,2,1,2250000000,140,250,Batununggal,Bandung Tengah,1.5-3M,120-200sqm,-6.928054100000001,107.6404417263918,3.85
hos19000958,Di Jual Rumah Siap Huni Komplek Kurdi Mochamad Toha Bandung,"Rp 5,3 Miliar","Moch Toha, Bandung",4,4,1,5300000000,404,300,Regol,Bandung Selatan,3-7M,400-800sqm,-6.939712849999999,107.613796906891,3.21
hos18687336,Dijual Rumah Lux Di Sukamulya Regency Sayap Pasteur,"Rp 4,5 Miliar","Pasteur, Bandung",4,3,1,4500000000,220,180,Sukajadi,Bandung Barat,3-7M,200-400sqm,-6.860296099999999,107.58906784137545,6.07
hos18177003,Rumah Modern 2 Lantai Di Sukahaji Bandung,"Rp 5,3 Miliar","Sukahaji, Bandung",7,4,1,5300000000,325,400,Babakan Ciparay,Bandung Selatan,3-7M,200-400sqm,-6.94029745,107.57568267684286,5.0
hos14073857,"Harga Turun Jauh, Rumah Bagus Di Sayap Dago Siap Huni","Rp 3,2 Miliar","Dago, Bandung",4,4,2,3200000000,298,550,Coblong,Bandung Utara,3-7M,200-400sqm,-6.880933349999999,107.61392108064138,3.35
hos16956019,Wajib Dilihat Rumah Full Furnish Di Setra Duta Bandung,"Rp 5,5 Miliar","Setra Duta, Bandung",3,3,2,5500000000,222,180,Sukasari,Bandung Utara,3-7M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos15984659,Rumah Turangga Buahbatu 2 Lantai siap Huni,"Rp 2,45 Miliar","Turangga, Bandung",4,3,2,2450000000,120,180,Lengkong,Bandung Tengah,1.5-3M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos18947918,Rumah Bagus Di Turangga Buahbatu Shm - Sertifikat Hak Milik Murahhh,"Rp 1,7 Miliar","Turangga, Bandung",4,3,1,1700000000,109,170,Lengkong,Bandung Tengah,1.5-3M,60-120sqm,-6.9343483,107.62621853326837,3.14
hos18992028,Rumah Baru Shm - Sertifikat Hak Milik Di Komplek Turangga Buahbatu,"Rp 2,45 Miliar","Turangga, Bandung",3,3,2,2450000000,120,140,Lengkong,Bandung Tengah,1.5-3M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos15984372,Dijual rumah di Buahbatu Situsari Bandung kota Siap Huni 2 Lantai bagus,"Rp 1,8 Miliar","Cijagra, Bandung",3,3,1,1800000000,100,170,Lengkong,Bandung Tengah,1.5-3M,60-120sqm,-6.9343483,107.62621853326837,3.14
hos16330969,Rumah Mewah di Turangga Buahbatu Bandung 3 Lantai SHM Siap Huni Jarang Ada,"Rp 7,4 Miliar","Turangga, Bandung",7,6,1,7400000000,380,500,Lengkong,Bandung Tengah,>7M,200-400sqm,-6.9343483,107.62621853326837,3.14
hos18971550,Murah Rumah Hitung Tanah Komp Pasir Salam Buahbatu Dekat Ke Area Turangga Suryalaya Kembar Cijagra,"Rp 1,5 Miliar","Turangga, Bandung",3,2,2,1500000000,148,87,Lengkong,Bandung Tengah,1.5-3M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos17887525,Murah Pisan Hitung Tanah Rumah Di Pasir Salam Buahbatu Bkr Bagus Siap Huni Jarang Ada,"Rp 1,5 Miliar","BKR, Bandung",3,2,2,1500000000,148,87,Lengkong,Bandung Tengah,1.5-3M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos19042105,Rajawali Sakti Siap Pakai Cocok Untuk Workshop Atau Rumah Tinggal Rumah Hoki,"Rp 3,5 Miliar","Andir, Bandung",3,2,4,3500000000,270,450,Andir,Bandung Tengah,3-7M,200-400sqm,-6.9061442500000005,107.57133171215168,4.32
hos18316137,Cijerah Melong Kodya Bandung Siap Huni Modern Mekar Indah Bandung Dekat Pharmindo,"Rp 1,85 Miliar","Cijerah, Bandung",3,2,1,1850000000,148,135,Bandung Kulon,Bandung Barat,1.5-3M,120-200sqm,-6.93193445,107.55505327116754,6.51
hos18181622,Turun Harga Terjun Bebas Sayap Riau Bengawan Progo Cilaki Supratman Tengah Kota Bandung,Rp 14 Miliar,"Riau, Bandung",3,2,2,14000000000,423,150,Cibeunying Kaler,Bandung Utara,>7M,400-800sqm,-6.8863341,107.62897980161543,3.43
hos18229789,Wowowo Siap Huni 2 Lantai Buahbatu Buah Batu Regency Modern Semi Furnished Dekat Tol Murah Banget Bandung,"Rp 2,6 Miliar","Buah Batu, Bandung",4,3,1,2600000000,244,320,Buah Batu,Bandung Selatan,1.5-3M,200-400sqm,-6.965688011053042,107.63789418028449,6.79
hos18229496,Waw Membagongkan Terjun Bebas Murah Kebangetan Siap Huni Modern di Antapani Sulaksana Ter Jakarta Bandung,"Rp 2,9 Miliar","Antapani, Bandung",3,2,3,2900000000,256,212,Antapani,Bandung Timur,1.5-3M,200-400sqm,-6.9178562,107.65988138469118,5.56
hos14857423,Rumah 2 Lantai Siap Huni SHM Area Suryalaya Buahbatu Kota Bandung,"Rp 5,25 Miliar","Buah Batu, Bandung",6,4,1,5250000000,779,255,Buah Batu,Bandung Selatan,3-7M,400-800sqm,-6.965688011053042,107.63789418028449,6.79
hos18229646,Wadidaw Siap Huni Modern Minimalis Singgasana Mekarwangi 1 Lantai Furnished Bandung,"Rp 4,5 Miliar","Singgasana, Bandung",3,2,3,4500000000,240,180,Bojongloa Kidul,Bandung Selatan,3-7M,200-400sqm,-6.947036199999999,107.59627135374859,4.27
hos18082051,Rumah Tinggal Lokasi Thi 1 Butuh Renovasi Sedikit,"Rp 1,25 Miliar","Holis Cigondewah, Bandung",4,3,1,1250000000,162,199,Astana Anyar,Bandung Tengah,500 juta-1.5M,120-200sqm,-6.9324654500000005,107.59881535095596,2.68
hos18746900,Rumah 2 Lantai Siap Huni di Komplek Cikutra,"Rp 1,2 Miliar","Cikutra, Bandung",4,3,2,1200000000,186,180,Cibeunying Kidul,Bandung Utara,500 juta-1.5M,120-200sqm,-6.89851205,107.65007706308097,4.63
hos18802257,Rumah Minimalis Di Gerlong Permai Dekat Polban Upi,"Rp 1,15 Miliar","Geger Kalong, Bandung",3,3,2,1150000000,125,150,Sukasari,Bandung Utara,500 juta-1.5M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos18966485,Dijual Rumah Modern di Cigadung Greenland Bandung Kota,"Rp 2,65 Miliar","Cigadung, Bandung",3,4,2,2650000000,117,220,Cibeunying Kaler,Bandung Utara,1.5-3M,60-120sqm,-6.8863341,107.62897980161543,3.43
hos15369094,"Jual Rumah Siap Renovasi Di Cipaku, Sayap Setiabudi","Rp 1,5 Miliar","Setiabudi, Bandung",3,3,1,1500000000,170,140,Sukasari,Bandung Utara,1.5-3M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos18239774,Rumah Mewah Murah Di Cluster Batununggal Bandung,"Rp 2,92 Miliar","Batununggal, Bandung",4,3,1,2920000000,260,220,Batununggal,Bandung Tengah,1.5-3M,200-400sqm,-6.928054100000001,107.6404417263918,3.85
hos18960157,Rumah Siap Huni Di Dekat Griya Antapani Bandung,Rp 850 Juta,"Antapani, Bandung",3,2,1,850000000,90,180,Antapani,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos15941617,Rumah baru siap huni 2 lantai di  antapani,"Rp 1,1 Miliar","Antapani, Bandung",3,3,1,1100000000,96,144,Antapani,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos18679715,Rumah Di Cluster Djunjunan Kuldesak Dekat Griya Dan Tol Pasteur,"Rp 2,1 Miliar","Pasteur, Bandung",4,3,2,2100000000,84,92,Sukajadi,Bandung Barat,1.5-3M,60-120sqm,-6.860296099999999,107.58906784137545,6.07
hos16189078,Rumah murah siap huni nyaman setra duta bandung,"Rp 3,1 Miliar","Setra Duta, Bandung",4,3,3,3100000000,163,210,Sukasari,Bandung Utara,3-7M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos17332029,Rumah mewah mainroad  batununggal indah bandung,Rp 11 Miliar,"Batununggal, Bandung",7,5,2,11000000000,600,1000,Batununggal,Bandung Tengah,>7M,400-800sqm,-6.928054100000001,107.6404417263918,3.85
hos18191205,Rumah Bagus Murah Siap Huni Di Antapani Bandung,"Rp 2,35 Miliar","Antapani, Bandung",5,5,2,2350000000,308,100,Antapani,Bandung Timur,1.5-3M,200-400sqm,-6.9178562,107.65988138469118,5.56
hos15948474,Rumah di pharmindo cijerah siap huni terawat,Rp 1 Miliar,"Cijerah, Bandung",5,1,1,1000000000,90,150,Bandung Kulon,Bandung Barat,500 juta-1.5M,60-120sqm,-6.93193445,107.55505327116754,6.51
hos15889236,Rumah murah buah batu regency siap huni dekat taman,"Rp 1,75 Miliar","Buah Batu, Bandung",4,3,2,1750000000,105,112,Buah Batu,Bandung Selatan,1.5-3M,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos18939484,Rumah Siap Huni Cluster Batununggal Indah Ada Kolam Renang,Rp 3 Miliar,"Batununggal, Bandung",4,3,2,3000000000,168,180,Batununggal,Bandung Tengah,3-7M,120-200sqm,-6.928054100000001,107.6404417263918,3.85
hos18820818,Dijual Rumah 2 Lantai Siap Huni di Kalijati Antapani Bandung,Rp 975 Juta,"Antapani, Bandung",4,3,1,975000000,71,65,Antapani,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos17786812,Dijual Rumah Modern 3 Lantai di Komplek Antapani Bandung Kota,"Rp 2,4 Miliar","Antapani, Bandung",8,5,1,2400000000,105,300,Antapani,Bandung Timur,1.5-3M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos13285442,Rumah Terawat 2 Lantai di Sayap Pajajaran Bandung Semi Furnished,"Rp 6,5 Miliar","Pajajaran, Bandung",4,3,5,6500000000,402,473,Cicendo,Bandung Barat,3-7M,400-800sqm,-6.9015514499999995,107.58697955342808,2.76
hos15750562,Jual Rumah Minimalis di Batununggal Asih,"Rp 1,75 Miliar","Batununggal, Bandung",3,2,2,1750000000,126,108,Batununggal,Bandung Tengah,1.5-3M,120-200sqm,-6.928054100000001,107.6404417263918,3.85
hos18895690,Rumah Minimalis Siap Huni Di Turangga Kota Bandung,"Rp 1,6 Miliar","Turangga, Bandung",4,3,1,1600000000,135,128,Lengkong,Bandung Tengah,1.5-3M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos3883465,rumah baru murah di jatihandap cicaheum bandung,Rp 395 Juta,"Cicaheum, Bandung",2,1,1,395000000,98,50,Kiaracondong,Bandung Tengah,<500 Juta,60-120sqm,-6.9247499,107.6462773,4.28
hos18813407,Rumah 2 Lantai Dalam Cluster Di Kopo Permai 2,"Rp 1,2 Miliar","Kopo Permai, Bandung",3,2,1,1200000000,112,120,Bojongloa Kaler,Bandung Selatan,500 juta-1.5M,60-120sqm,-6.93232645,107.59074740446374,3.19
hos14827212,"Dijual Rumah Baru Di Budi Indah, Setiabudi Bandung Furnished","Rp 3,85 Miliar","Setiabudi, Bandung",4,3,2,3850000000,210,258,Sukasari,Bandung Utara,3-7M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos18398712,Rumah Murah Jarang Ada Dijual Di Burangrang Bandung,"Rp 3,5 Miliar","Burangrang, Bandung",3,4,3,3500000000,240,180,Lengkong,Bandung Tengah,3-7M,200-400sqm,-6.9343483,107.62621853326837,3.14
hos18903808,"Rumah 2,5 Lantai di Pasadena Caringin Bandung Siap Huni","Rp 1,55 Miliar","Caringin, Bandung",4,2,2,1550000000,113,196,Bandung Kulon,Bandung Barat,1.5-3M,60-120sqm,-6.93193445,107.55505327116754,6.51
hos17512365,Di Jual Rumah Cigadung Siap Huni,"Rp 2,5 Miliar","Cigadung, Bandung",4,3,1,2500000000,112,168,Cibeunying Kaler,Bandung Utara,1.5-3M,60-120sqm,-6.8863341,107.62897980161543,3.43
hos18904086,Dijual Rumah 2 Lantai di Kopo Permai Fulnished,"Rp 1,3 Miliar","Kopo Permai, Bandung",3,2,1,1300000000,114,140,Bojongloa Kaler,Bandung Selatan,500 juta-1.5M,60-120sqm,-6.93232645,107.59074740446374,3.19
hos17392615,Rumah Summarecon Sudah Renov Furnished Murah,"Rp 2,3 Miliar","Summarecon Bandung, Bandung",4,3,1,2300000000,90,130,Gedebage,Bandung Timur,1.5-3M,60-120sqm,-6.95283425,107.69811481410812,10.77
hos17392296,Dijual Rumah Kopo Permai Iv Terawat Siap Huni,"Rp 1,6 Miliar","Kopo Permai, Bandung",3,2,1,1600000000,189,150,Bojongloa Kaler,Bandung Selatan,1.5-3M,120-200sqm,-6.93232645,107.59074740446374,3.19
hos18894998,Rumah Murah Strategis Siap Huni di Turangga,"Rp 1,6 Miliar","Turangga, Bandung",3,3,1,1600000000,135,120,Lengkong,Bandung Tengah,1.5-3M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos16394910,Rumah Murah Tidak Murahan Lokasi Strategis Di Turangga Buahbatu,"Rp 2,5 Miliar","Turangga, Bandung",5,3,2,2500000000,306,210,Lengkong,Bandung Tengah,1.5-3M,200-400sqm,-6.9343483,107.62621853326837,3.14
hos18566438,Rumah Termurah 2 Lantai Siap Huni  Di Komplek Buahbatu Regency,"Rp 1,55 Miliar","Buah Batu, Bandung",4,3,1,1550000000,135,150,Buah Batu,Bandung Selatan,1.5-3M,120-200sqm,-6.965688011053042,107.63789418028449,6.79
hos18512265,Rumah Termurah Dijual Di Bawah Njop Di Buana Sari Buah Batu,"Rp 1,6 Miliar","Buah Batu, Bandung",7,2,3,1600000000,306,290,Buah Batu,Bandung Selatan,1.5-3M,200-400sqm,-6.965688011053042,107.63789418028449,6.79
hos16463574,Rumah Termurah 2 Lantai Siap Huni Dijual Di Setra Sari Pasteur,Rp 8 Miliar,"Setra Sari, Bandung",7,5,4,8000000000,750,500,Sukasari,Bandung Utara,>7M,400-800sqm,-6.889291249999999,107.58870509879455,3.37
hos19004901,Dijual Rumah Minimalis Dikomplek Riung Bandung Nyaman - Ds,"Rp 2,1 Miliar","Bandung Kota, Bandung",4,4,1,2100000000,200,120,Sumur Bandung,Bandung Tengah,1.5-3M,200-400sqm,-6.9143889000000005,107.61702181771668,0.86
hos16666328,"Rumah Lux Mewah Fullyfurnish Setraduta,bandung","Rp 5,2 Miliar","Setra Duta, Bandung",4,3,1,5200000000,195,350,Sukasari,Bandung Utara,3-7M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos18808073,"Rumah di Padasuka Estate Bandung Dekat Saung Udjo, Posisi Hook",Rp 1 Miliar,"Padasuka, Bandung",4,2,1,1000000000,107,90,Cibeunying Kidul,Bandung Utara,500 juta-1.5M,60-120sqm,-6.89851205,107.65007706308097,4.63
hos19013099,Rumah 2 Lantai Unfurnished View Kota Bandung,Rp 760 Juta,"Ujungberung, Bandung",3,1,1,760000000,66,60,Ujungberung,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9053267,107.710954740483,11.17
hos18576187,Rumah Siap Huni Di Komplek Istana Regency Sudirman,Rp 999 Juta,"Cijerah, Bandung",3,2,1,999000000,68,85,Bandung Kulon,Bandung Barat,500 juta-1.5M,60-120sqm,-6.93193445,107.55505327116754,6.51
hos18725514,Dijual Rumah New Launching Indent Di Garuda Bandung,Rp 778 Juta,"Holis Cigondewah, Bandung",2,1,1,778000000,61,48,Astana Anyar,Bandung Tengah,500 juta-1.5M,60-120sqm,-6.9324654500000005,107.59881535095596,2.68
hos19039219,Rumah Baru Modern Siap Huni Di Setra Duta Pasteur Bandung Utara,"Rp 3,6 Miliar","Setra Duta, Bandung",4,3,2,3600000000,136,180,Sukasari,Bandung Utara,3-7M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos18873219,"Jual Rumah Murah Ready/ Inden,dekat Dengan Universitas Stt Telkom Dan Tol Buahbatu Bandung",Rp 295 Juta,"Buah Batu, Bandung",2,1,1,295000000,70,50,Buah Batu,Bandung Selatan,<500 Juta,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos18989793,"Rumah Bagus di Komplek Elang, Bandung","Rp 3,7 Miliar","Bandung Kota, Bandung",5,2,2,3700000000,363,300,Sumur Bandung,Bandung Tengah,3-7M,200-400sqm,-6.9143889000000005,107.61702181771668,0.86
hos18999581,Rumah Modern 2 Lantai Siap Huni di Cikutra 5 Menit Ke Gasibu,"Rp 7,9 Miliar","Cikutra, Bandung",5,4,2,7900000000,326,432,Cibeunying Kidul,Bandung Utara,>7M,200-400sqm,-6.89851205,107.65007706308097,4.63
hos18428273,"Dijual Cepat, Rumah Bagus Minimalis Modern Cisaranten Siap Huni 2,5 Lantai",Rp 780 Juta,"Arcamanik, Bandung",3,2,1,780000000,72,100,Arcamanik,Bandung Timur,500 juta-1.5M,60-120sqm,-6.92144665,107.6770158552717,7.49
hos18242694,"Dijual Cepat, Rumah Murah Dekat Al Jabbar Gede Bage Kota Bandung",Rp 650 Juta,"Gede Bage, Bandung",4,2,1,650000000,70,125,Gedebage,Bandung Timur,500 juta-1.5M,60-120sqm,-6.95283425,107.69811481410812,10.77
hos18962699,Rumah Modern Nyaman Harga Terjangkau Di Komplek Pharmindo Bandung,Rp 881 Juta,"Garuda, Bandung",3,3,1,881000000,52,78,Andir,Bandung Tengah,500 juta-1.5M,<60sqm,-6.9061442500000005,107.57133171215168,4.32
hos12897735,Rumah Minimalis Kompleks Perumahan Dekat Rs Al Islam Soekarno Hatta Bandung Semi Furnished SHM - Sertifikat Hak Milik,"Rp 1,4 Miliar","Rancasari, Bandung",2,1,1,1400000000,114,90,Rancasari,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9535356,107.67520978505222,8.6
hos18165402,Rumah Murah Bojong Soang Akses Dekat Universitas Stt Telkom,Rp 275 Juta,"Kiaracondong, Bandung",2,1,1,275000000,70,45,Kiaracondong,Bandung Tengah,<500 Juta,60-120sqm,-6.9247499,107.6462773,4.28
hos18165535,Investasi Jangka Panjang Rumah Dekat Al Jabbar Bandung,Rp 550 Juta,"Soekarno Hatta, Bandung",2,1,1,550000000,84,72,Kiaracondong,Bandung Tengah,500 juta-1.5M,60-120sqm,-6.9247499,107.6462773,4.28
hos18924384,Rumah Berkualitas Promo Akhir Tahun Ini Diskon 50jt,Rp 250 Juta,"Ciwastra, Ciwastra",3,1,1,250000000,60,40,Buah Batu,Bandung Selatan,<500 Juta,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos18897083,Rumah Baru 2 Lantai Dp Nol Persen Free Cicilan 6 Bulan,Rp 695 Juta,"Cilengkrang, Bandung",2,1,1,695000000,72,50,Cibiru,Bandung Timur,500 juta-1.5M,60-120sqm,-6.915058950000001,107.72119143769423,12.29
hos18911299,Jarang Ada di Tengah Kota Bandung Rumah Baru di Pajajaran Bandung,"Rp 3,2 Miliar","Pajajaran, Bandung",3,3,2,3200000000,98,150,Cicendo,Bandung Barat,3-7M,60-120sqm,-6.9015514499999995,107.58697955342808,2.76
hos18245465,Rumah Tumbuh 2 Lantai Baru di Buah Batu Bandung Favorit,"Rp 1,5 Miliar","Buah Batu, Bandung",2,1,1,1500000000,90,73,Buah Batu,Bandung Selatan,1.5-3M,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos17075809,Jual Cepat Rumah 2 Lantai Dekat Tol Pasteur Bandung,"Rp 2,85 Miliar","Pasteur, Bandung",3,3,2,2850000000,122,180,Sukajadi,Bandung Barat,1.5-3M,120-200sqm,-6.860296099999999,107.58906784137545,6.07
hos18743588,Dijual Rumah Cluster Elit Puri Dago Antapani Lingkungan Aman Nyaman,"Rp 1,5 Miliar","Antapani, Bandung",5,4,1,1500000000,121,130,Antapani,Bandung Timur,1.5-3M,120-200sqm,-6.9178562,107.65988138469118,5.56
hos15735308,Rumah Baru 2 Lantai di Cijagra Buah batu dkt kampus ISBI,"Rp 2,45 Miliar","Buah Batu, Bandung",3,3,2,2450000000,120,180,Buah Batu,Bandung Selatan,1.5-3M,120-200sqm,-6.965688011053042,107.63789418028449,6.79
hos17183355,Rumah Baru 2 Lantai Di Komplek One Gate Bkr Shm,"Rp 2,1 Miliar","BKR, Bandung",3,3,2,2100000000,108,123,Lengkong,Bandung Tengah,1.5-3M,60-120sqm,-6.9343483,107.62621853326837,3.14
hos18125614,Rumah Satu Setengah Lantai di Komplek Vijaya Kusuma Cijambe Ujungberung Bandung,Rp 950 Juta,"Ujungberung, Bandung",3,3,1,950000000,150,127,Ujungberung,Bandung Timur,500 juta-1.5M,120-200sqm,-6.9053267,107.710954740483,11.17
hos19004331,Dijual Rumah Dibawah Harga Pasar Bumi Adipura Gedebage Summarecon,Rp 575 Juta,"Gede Bage, Bandung",3,2,1,575000000,90,120,Gedebage,Bandung Timur,500 juta-1.5M,60-120sqm,-6.95283425,107.69811481410812,10.77
hos18876675,Rumah Murah Bojong Soang Dekat Stt Telkom Dan Tol Buah Batu,Rp 295 Juta,"Buah Batu, Bandung",2,1,1,295000000,70,50,Buah Batu,Bandung Selatan,<500 Juta,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos18140248,Rumah Murah Bandung Akses Dekat Stt Telkom Dan Exit Tol Buahbatu,Rp 275 Juta,"Buah Batu, Bandung",2,1,1,275000000,70,45,Buah Batu,Bandung Selatan,<500 Juta,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos18916446,Rumah Murah Gaharu Residence 2 Sukamukti Kabupaten Bandung,Rp 260 Juta,"Antapani, Bandung",2,1,1,260000000,60,43,Antapani,Bandung Timur,<500 Juta,60-120sqm,-6.9178562,107.65988138469118,5.56
hos17407555,Rumah Murah Banjaran Soreang Kab.bandung Cicilan Mulai 3 Jutaan,Rp 730 Juta,"Bandung Kota, Bandung",2,1,1,730000000,109,45,Sumur Bandung,Bandung Tengah,500 juta-1.5M,60-120sqm,-6.9143889000000005,107.61702181771668,0.86
hos18951757,Rumah Mewah Minimalis 2 Lantai di Antapani Dekat Terusan Jakarta,"Rp 4,2 Miliar","Antapani, Bandung",5,4,2,4200000000,292,300,Antapani,Bandung Timur,3-7M,200-400sqm,-6.9178562,107.65988138469118,5.56
hos18831689,Rumah Scandinavian Terjangkau Di Bandung Selatan,Rp 450 Juta,"Bandung Kota, Bandung",2,1,1,450000000,60,40,Sumur Bandung,Bandung Tengah,<500 Juta,60-120sqm,-6.9143889000000005,107.61702181771668,0.86
hos18729832,Rumah Super Murah 15 Menit Dari Cibaduyut Bandung,Rp 125 Juta,"Bandung Kota, Bandung Kota",2,1,1,125000000,60,36,Sumur Bandung,Bandung Tengah,<500 Juta,60-120sqm,-6.9143889000000005,107.61702181771668,0.86
hos18624882,"Rumah Baru Hadap Timur di Jl. Saturnus Selatan Komplek Margahayu Raya, Bandung","Rp 1,47 Miliar","Soekarno Hatta, Bandung",3,3,2,1470000000,102,120,Kiaracondong,Bandung Tengah,500 juta-1.5M,60-120sqm,-6.9247499,107.6462773,4.28
hos13326144,"Rumah Mewah di Batununggal, Dekat Gerbang Tol Buah Batu, Bandung Kota","Rp 4,99 Miliar","Batununggal, Bandung",4,4,2,4990000000,220,295,Batununggal,Bandung Tengah,3-7M,200-400sqm,-6.928054100000001,107.6404417263918,3.85
hos17807185,Rumah Baru Minimalis Modern Di Sayap Bkr Buahbatu,"Rp 2,1 Miliar","Buah Batu, Buah Batu",3,3,2,2100000000,114,123,Buah Batu,Bandung Selatan,1.5-3M,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos18332598,"Griya Cempaka Arum Full Renov, Bonus Nmax 2021",Rp 650 Juta,"Gede Bage, Bandung",2,1,1,650000000,84,60,Gedebage,Bandung Timur,500 juta-1.5M,60-120sqm,-6.95283425,107.69811481410812,10.77
hos18913892,Rumah 2 Lantai Minimalis di Sayap Bkr Dekat Buah Batu,"Rp 2,1 Miliar","BKR, Bandung",3,3,2,2100000000,114,123,Lengkong,Bandung Tengah,1.5-3M,60-120sqm,-6.9343483,107.62621853326837,3.14
hos18130074,Rumah Dijual Setiabudi Regency Bandung,"Rp 4,6 Miliar","Setiabudi, Bandung",3,3,2,4600000000,472,400,Sukasari,Bandung Utara,3-7M,400-800sqm,-6.889291249999999,107.58870509879455,3.37
hos16650795,Murah Pisan Dijual Rumah Di Area Turangga Buahbatu Siap Huni Jarang Ada Shm Jarang Adaa  SHM - Sertifikat Hak Milik,"Rp 1,25 Miliar","Turangga, Bandung",2,2,1,1250000000,126,120,Lengkong,Bandung Tengah,500 juta-1.5M,120-200sqm,-6.9343483,107.62621853326837,3.14
