id_listing,judul,harga,alamat,kamar_tidur,kamar_mandi,garasi/carport,harga_rp,luas_tanah_sqm,luas_bangunan_sqm,kecamatan,wilayah,segmen_harga,segmen_lt,latitude,longitude,jarak_pusat_kota(km)
hos18686406,Rumah Murah Dalam Komplek Besar Antapani,"Rp 1,8 Miliar","Antapani, Bandung",6,3,2,1800000000,200,200,Antapani,Bandung Timur,1.5-3M,200-400sqm,-6.9178562,107.65988138469118,5.56
hos18787472,Harga di Bawah Njop Pusat Kota Sayap Lengkong Besar Dalem Kaum,Rp 2 Miliar,"Lengkong, Bandung",3,2,1,2000000000,262,200,Lengkong,Bandung Tengah,1.5-3M,200-400sqm,-6.9343483,107.62621853326837,3.14
hos17708272,Rumah Nyaman Terawat Murah di Mekar Wangi Bandung,"Rp 1,75 Miliar","Mekar Wangi, Bandung",2,2,2,1750000000,120,120,Bojongloa Kidul,Bandung Selatan,1.5-3M,120-200sqm,-6.947036199999999,107.59627135374859,4.27
hos17739171,Rumah Keren Mewah Strategis di Mekar Wangi,"Rp 8,8 Miliar","Mekar Wangi, Bandung",4,6,2,8800000000,470,600,Bojongloa Kidul,Bandung Selatan,>7M,400-800sqm,-6.947036199999999,107.59627135374859,4.27
hos17893776,Dijual Rumah Nyaman Cluster D Grande Kopo Bandung,Rp 600 Juta,"Kopo, Bandung",2,1,1,600000000,97,45,Bojongloa Kaler,Bandung Selatan,500 juta-1.5M,60-120sqm,-6.93232645,107.59074740446374,3.19
hos18732306,Dijual Cepat Rumah Luas 324 M2 Di Jalan Sunda Bandung Jawa Barat 030,"Rp 10,5 Miliar","Lengkong, Bandung",6,2,4,10500000000,324,228,Lengkong,Bandung Tengah,>7M,200-400sqm,-6.9343483,107.62621853326837,3.14
hos18594795,Dijual Rumah Kembar Timur Kota Bandung,"Rp 2,5 Miliar","Moch Toha, Bandung",5,6,1,2500000000,200,320,Regol,Bandung Selatan,1.5-3M,200-400sqm,-6.939712849999999,107.613796906891,3.21
hos18784308,Dijual Rumah Baru Disayap Gegerkalong Bangunan Minimalis Modern,"Rp 1,59 Miliar","Geger Kalong, Bandung",4,3,2,1590000000,108,120,Sukasari,Bandung Utara,1.5-3M,60-120sqm,-6.889291249999999,107.58870509879455,3.37
hos16560506,Rumah Dijual Kokoh,Rp 8 Miliar,"Batununggal, Bandung",6,6,2,8000000000,434,418,Batununggal,Bandung Tengah,>7M,400-800sqm,-6.928054100000001,107.6404417263918,3.85
hos17669837,"Rumah 2 Lantai Bagus Unfurnished SHM di Batununggal, Bandung","Rp 5,9 Miliar","Batununggal, Bandung",4,4,2,5900000000,334,450,Batununggal,Bandung Tengah,3-7M,200-400sqm,-6.928054100000001,107.6404417263918,3.85
hos18274464,"Rumah 2 Lantai Bagus Unfurnishd SHM di Batununggal Indah, Bandung","Rp 7,5 Miliar","Batununggal, Bandung",4,3,2,7500000000,300,247,Batununggal,Bandung Tengah,>7M,200-400sqm,-6.928054100000001,107.6404417263918,3.85
hos17693743,Rumah di Sayap riau jln progo SHM cocok untuk cafe bandung,"Rp 19,5 Miliar","Riau, Bandung",1,1,3,19500000000,507,665,Cibeunying Kaler,Bandung Utara,>7M,400-800sqm,-6.8863341,107.62897980161543,3.43
hos18093211,Rumah 2 Lantai Shm Bagus Di Gegerkalong Setiabudi Pondok Hijau,"Rp 1,2 Miliar","Geger Kalong, Bandung",3,3,2,1200000000,125,160,Sukasari,Bandung Utara,500 juta-1.5M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos18413540,Rumah Di Cijagra Buahbatu Shm Hitung Tanah,Rp 2 Miliar,"Cijagra, Bandung",3,2,1,2000000000,205,150,Lengkong,Bandung Tengah,1.5-3M,200-400sqm,-6.9343483,107.62621853326837,3.14
hos18631178,Dijual Rumah Tinggal Mainroad Sarijadi Kota Bandung,"Rp 3,2 Miliar","Sukasari, Bandung",4,2,1,3200000000,209,180,Sukasari,Bandung Utara,3-7M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos18682910,Dijual Rumah Baru Modern Minimalis Dalam Cluster Antapani Bandung,"Rp 1,39 Miliar","Antapani, Bandung",3,2,1,1390000000,90,106,Antapani,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos18772035,Dijual Rumah Tinggal 2 Lantai Jl Leuwisari Kota Bandung,"Rp 2,8 Miliar","Bojongloa Kidul, Bandung",7,4,1,2800000000,325,250,Bojongloa Kidul,Bandung Selatan,1.5-3M,200-400sqm,-6.947036199999999,107.59627135374859,4.27
hos17920037,Jual Rumah Mewah 3 Lantai Dengan 5 Kamar Luas di Sarijadi,"Rp 1,25 Miliar","Sarijadi, Bandung",5,3,1,1250000000,84,150,Sukasari,Bandung Utara,500 juta-1.5M,60-120sqm,-6.889291249999999,107.58870509879455,3.37
hos18721107,"Rumah 2 Lantai Dengan 7 Kamar Luas di Sarijad, Bandung","Rp 1,98 Miliar","Sarijadi, Bandung",7,3,1,1980000000,128,150,Sukasari,Bandung Utara,1.5-3M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos17738609,"Kenyamanan totalitas,hunian ini bikin kamu betah. Sukahaji","Rp 1,3 Miliar","Setra Sari, Bandung",2,2,1,1300000000,144,200,Sukasari,Bandung Utara,500 juta-1.5M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos18725655,Dijual Cepat Rumah di Komplek Puri Dago Antapani,"Rp 1,5 Miliar","Antapani, Bandung",4,3,1,1500000000,121,130,Antapani,Bandung Timur,1.5-3M,120-200sqm,-6.9178562,107.65988138469118,5.56
hos18513319,Rumah Murah Lokasi Strategis Turangga Bandung Kota,"Rp 1,6 Miliar","Turangga, Bandung",3,2,1,1600000000,131,200,Lengkong,Bandung Tengah,1.5-3M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos18146255,"Rumah Bagus di Batununggal Indah, Bandung Murah",Rp 3 Miliar,"Batununggal, Bandung",2,2,1,3000000000,200,350,Batununggal,Bandung Tengah,3-7M,200-400sqm,-6.928054100000001,107.6404417263918,3.85
hos17657808,"Rumah Heritage sayap Riau di Anggrek, Bandung cocok untuk tempat usaha",Rp 15 Miliar,"Riau, Bandung",6,3,2,15000000000,474,160,Cibeunying Kaler,Bandung Utara,>7M,400-800sqm,-6.8863341,107.62897980161543,3.43
hos17826857,Jual Rumah Tinggal 3 Lantai Di Setraduta Hegar Bandung Kota,"Rp 7,6 Miliar","Setra Duta, Bandung",4,3,2,7600000000,375,500,Sukasari,Bandung Utara,>7M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos15235409,Rumah BARU Type Harvard di Setraduta Royal Grande Bandung,"Rp 2,92 Miliar","Setra Duta, Bandung",3,3,1,2920000000,89,193,Sukasari,Bandung Utara,1.5-3M,60-120sqm,-6.889291249999999,107.58870509879455,3.37
hos18113863,Perumahan Elit Di Area Bandung Selatan.,"Rp 3,3 Miliar","Singgasana, Bandung",3,2,2,3300000000,200,150,Bojongloa Kidul,Bandung Selatan,3-7M,200-400sqm,-6.947036199999999,107.59627135374859,4.27
hos18081568,Rumah Sederhana Jual Murah Di Kopo Permai,Rp 1 Miliar,"Kopo Permai, Bandung",2,2,1,1000000000,184,85,Bojongloa Kaler,Bandung Selatan,500 juta-1.5M,120-200sqm,-6.93232645,107.59074740446374,3.19
hos18090524,Rumah Sederhana Jual Cepat Nego Sampe Jadi,"Rp 1,4 Miliar","Cijerah, Bandung",2,2,1,1400000000,200,170,Bandung Kulon,Bandung Barat,500 juta-1.5M,200-400sqm,-6.93193445,107.55505327116754,6.51
hos18092837,Rumah Sederhana Cocok Untuk Home Industri,"Rp 5,5 Miliar","Sudirman, Bandung",5,5,1,5500000000,603,380,Astana Anyar,Bandung Tengah,3-7M,400-800sqm,-6.9324654500000005,107.59881535095596,2.68
hos17843638,Rumah Dijual Sayap Paskoja Sudah Renovasi,"Rp 1,3 Miliar","Pasir Koja, Bandung",3,1,1,1300000000,150,120,Bojongloa Kaler,Bandung Selatan,500 juta-1.5M,120-200sqm,-6.93232645,107.59074740446374,3.19
hos17819912,Rumah Sederhana Melong Regency Dijual Cepat,Rp 4 Miliar,"Cijerah, Bandung",4,5,1,4000000000,268,181,Bandung Kulon,Bandung Barat,3-7M,200-400sqm,-6.93193445,107.55505327116754,6.51
hos17837278,Dijual Rumah Tengah Kota Didalam Gang Layak Huni,Rp 1 Miliar,"Sudirman, Bandung",2,1,1,1000000000,152,152,Astana Anyar,Bandung Tengah,500 juta-1.5M,120-200sqm,-6.9324654500000005,107.59881535095596,2.68
hos17713952,"Rumah strategis area komersil di cikawao raya, lengkong - bandung","Rp 7,5 Miliar","Lengkong, Bandung",7,7,2,7500000000,280,400,Lengkong,Bandung Tengah,>7M,200-400sqm,-6.9343483,107.62621853326837,3.14
hos18105523,"Muraah Rumah Mewah Lt350/400 Harga 6,5m Di Tubagus Ismail Dago Bandung","Rp 6,5 Miliar","Tubagus Ismail, Bandung",1,1,1,6500000000,350,450,Coblong,Bandung Utara,3-7M,200-400sqm,-6.880933349999999,107.61392108064138,3.35
hos18348716,Banting Harga Hanya Minggu Ini Lt180/240 Hrg2m An Setra Duta Bandung,"Rp 2,59 Miliar","Setra Duta, Bandung",1,1,1,2590000000,180,240,Sukasari,Bandung Utara,1.5-3M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos12499217,"Turun Harga Rumah Komplek Batu Mas Hanya Bulan Ini Rp 2,6 M","Rp 2,5 Miliar","Pasir Luyu, Bandung",5,3,1,2500000000,251,300,Regol,Bandung Selatan,1.5-3M,200-400sqm,-6.939712849999999,107.613796906891,3.21
hos18115568,"Rumah Minimalis Dalam Cluster Green Hills, Citra Green Dago Bandung","Rp 2,45 Miliar","Dago, Bandung",3,3,1,2450000000,144,135,Coblong,Bandung Utara,1.5-3M,120-200sqm,-6.880933349999999,107.61392108064138,3.35
hos17713515,"Rumah luas murah di pasirluyu, BKR - Lingkar selatan","Rp 6,2 Miliar","BKR, Bandung",10,5,2,6200000000,542,500,Lengkong,Bandung Tengah,3-7M,400-800sqm,-6.9343483,107.62621853326837,3.14
hos18660609,Rumah Lokasi Strategis Area Turangga Bandung,"Rp 2,2 Miliar","Turangga, Bandung",5,3,2,2200000000,194,221,Lengkong,Bandung Tengah,1.5-3M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos16783944,"Rumah Strategis Harga Oke di Laswi Raya, Riau Bandung","Rp 11,6 Miliar","Laswi, Bandung",6,4,7,11600000000,530,300,Lengkong,Bandung Tengah,>7M,400-800sqm,-6.9343483,107.62621853326837,3.14
hos16734289,Rumah Modern Minimalis di Setraduta Bandung,"Rp 3,35 Miliar","Setra Duta, Bandung",4,3,2,3350000000,129,185,Sukasari,Bandung Utara,3-7M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos17848557,Rumah Mewah Besar Murah Di Taman Sakura Soetta Bandung,"Rp 3,9 Miliar","Soekarno Hatta, Bandung",3,4,1,3900000000,303,326,Kiaracondong,Bandung Tengah,3-7M,200-400sqm,-6.9247499,107.6462773,4.28
hos16566681,Jarang Ada Rumah Tanah Luas Strategis Area Turangga Kota Bandung,Rp 8 Miliar,"Turangga, Bandung",7,3,1,8000000000,1028,450,Lengkong,Bandung Tengah,>7M,>800sqm,-6.9343483,107.62621853326837,3.14
hos18602676,Rumah Minimalis Baru Renov Di Mekarwangi Singgasana Bandung,"Rp 2,1 Miliar","Mekar Wangi, Bandung",3,2,2,2100000000,147,110,Bojongloa Kidul,Bandung Selatan,1.5-3M,120-200sqm,-6.947036199999999,107.59627135374859,4.27
hos18390848,Rumah Strategis Cocok Usaha Hitung Tanah di Sayap Pasirkaliki,Rp 12 Miliar,"Pasir Kaliki, Bandung",4,3,7,12000000000,453,350,Cicendo,Bandung Barat,>7M,400-800sqm,-6.9015514499999995,107.58697955342808,2.76
hos18362535,Rumah Baru Minimalis di Setra Duta Bandung,"Rp 4,7 Miliar","Setra Duta, Bandung",4,4,2,4700000000,153,298,Sukasari,Bandung Utara,3-7M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos17411245,Rumah Bagus di Margahayu kencana,"Rp 1,3 Miliar","Kopo, Bandung",3,2,1,1300000000,72,150,Bojongloa Kaler,Bandung Selatan,500 juta-1.5M,60-120sqm,-6.93232645,107.59074740446374,3.19
hos17682996,Rumah Cantik Nyaman dan Murah di Batununggal Mulia Bandung,"Rp 2,7 Miliar","Batununggal, Bandung",4,3,1,2700000000,200,200,Batununggal,Bandung Tengah,1.5-3M,200-400sqm,-6.928054100000001,107.6404417263918,3.85
hos18076659,Rumah Cantik Minimalis di Mainroad Setraduta Hegar Bandung,Rp 9 Miliar,"Setra Duta, Bandung",4,5,2,9000000000,300,600,Sukasari,Bandung Utara,>7M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos18780289,Dijual: Rmh Di Sayap Ciateul,"Rp 1,8 Miliar","Regol, Bandung",4,2,1,1800000000,150,148,Regol,Bandung Selatan,1.5-3M,120-200sqm,-6.939712849999999,107.613796906891,3.21
hos16597466,Rumah Mewah Luxury Pusat Kota Di Lengkong Bandung,"Rp 7,8 Miliar","Lengkong, Bandung",4,4,1,7800000000,311,465,Lengkong,Bandung Tengah,>7M,200-400sqm,-6.9343483,107.62621853326837,3.14
hos17938191,Rumah 2 Lantai SHM di Cijerah Pharmindo Bandung,"Rp 1,4 Miliar","Cijerah, Bandung",8,3,1,1400000000,120,200,Bandung Kulon,Bandung Barat,500 juta-1.5M,120-200sqm,-6.93193445,107.55505327116754,6.51
hos18596259,"Rumah 2 Lantai Di Astanaanyar, Pasir Koja, Kota Bandung","Rp 1,57 Miliar","Astanaanyar, Bandung",2,2,1,1570000000,124,150,Astana Anyar,Bandung Tengah,1.5-3M,120-200sqm,-6.9324654500000005,107.59881535095596,2.68
hos13668412,"Jarang Ada. Cluster Daerah Sudirman Bandung, Pusat Kota Strategis",Rp 790 Juta,"Sudirman, Bandung",2,1,1,790000000,78,45,Astana Anyar,Bandung Tengah,500 juta-1.5M,60-120sqm,-6.9324654500000005,107.59881535095596,2.68
hos14880622,Cigadung,"Rp 2,9 Miliar","Cigadung, Bandung",4,4,1,2900000000,203,390,Cibeunying Kaler,Bandung Utara,1.5-3M,200-400sqm,-6.8863341,107.62897980161543,3.43
hos16705066,Rumah Di Dalam Cluster Cikutra - Jual Cepat,Rp 2 Miliar,"Cikutra, Bandung",3,3,1,2000000000,144,200,Cibeunying Kidul,Bandung Utara,1.5-3M,120-200sqm,-6.89851205,107.65007706308097,4.63
hos18499705,Rumah Murah Bagus 3 Lantai Minimalis Cigadung Bandung Utara,"Rp 1,85 Miliar","Cigadung, Bandung",3,3,1,1850000000,90,200,Cibeunying Kaler,Bandung Utara,1.5-3M,60-120sqm,-6.8863341,107.62897980161543,3.43
hos18184864,Rumah Cocok Untuk Usaha Maupun Rumah Tinggal Sukaluyu,"Rp 2,5 Miliar","Sukaluyu, Bandung",4,3,2,2500000000,140,150,Cibeunying Kaler,Bandung Utara,1.5-3M,120-200sqm,-6.8863341,107.62897980161543,3.43
hos18733760,Rumah Baru di Cluster Mulyagolf Residence Cisaranten,Rp 800 Juta,"Arcamanik, Bandung",2,1,1,800000000,96,55,Arcamanik,Bandung Timur,500 juta-1.5M,60-120sqm,-6.92144665,107.6770158552717,7.49
hos18779913,Rumah Mainroad Sayap Bkr Cocok Untuk Segala Usaha Sriwijaya,"Rp 6,2 Miliar","BKR, Bandung",6,5,6,6200000000,519,320,Lengkong,Bandung Tengah,3-7M,400-800sqm,-6.9343483,107.62621853326837,3.14
hos16618808,Rumah Murah Hitung Tanah di Bukit Ligar Bandung,"Rp 2,2 Miliar","Awiligar, Bandung",5,4,1,2200000000,418,400,Cibeunying Kaler,Bandung Utara,1.5-3M,400-800sqm,-6.8863341,107.62897980161543,3.43
hos18688640,"Dijual: Rmh 1½ Lt Di Bumi Asri, Gempolsari.",Rp 850 Juta,"Bandung Kidul, Bandung",4,1,1,850000000,94,126,Bandung Kidul,Bandung Selatan,500 juta-1.5M,60-120sqm,-6.9558976,107.63089148116754,5.48
hos18238376,Rumah Dago Atas,Rp 17 Miliar,"Dago Pakar, Bandung",7,7,3,17000000000,2448,965,Coblong,Bandung Utara,>7M,>800sqm,-6.880933349999999,107.61392108064138,3.35
hos18535042,Rumah Baru Minimalis Jarang Ada Di Gerlong Setiabudi Bandung,"Rp 1,1 Miliar","Setiabudi, Bandung",3,3,2,1100000000,125,160,Sukasari,Bandung Utara,500 juta-1.5M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos18744777,Luxury Home Dago Resort Bandung,Rp 19 Miliar,"Dago, Bandung",5,4,10,19000000000,2259,676,Coblong,Bandung Utara,>7M,>800sqm,-6.880933349999999,107.61392108064138,3.35
hos18744523,Rumah Dibawah Pasaran Jarang Ada Sayap Riau Bandung,"Rp 7,75 Miliar","Riau, Bandung",6,3,3,7750000000,390,280,Cibeunying Kaler,Bandung Utara,>7M,200-400sqm,-6.8863341,107.62897980161543,3.43
hos18744482,Rumah Harga Menarik Reccomended Sayap Riau Bandung,"Rp 7,75 Miliar","Dago, Bandung",6,3,3,7750000000,390,280,Coblong,Bandung Utara,>7M,200-400sqm,-6.880933349999999,107.61392108064138,3.35
hos16568240,Rumah SHM Bagus di Komplek Sulaksana Makmur,"Rp 2,5 Miliar","Antapani, Bandung",6,6,1,2500000000,215,200,Antapani,Bandung Timur,1.5-3M,200-400sqm,-6.9178562,107.65988138469118,5.56
hos17935902,Rumah 2 Lantai Industrial Di Gegerkalong Permai,"Rp 1,8 Miliar","Setiabudi, Bandung",3,2,2,1800000000,115,100,Sukasari,Bandung Utara,1.5-3M,60-120sqm,-6.889291249999999,107.58870509879455,3.37
hos16957429,Murah Hitung Tanah Lebar 12 di Sayap Sudirman Bandung,"Rp 2,85 Miliar","Bandung Kota, Bandung",3,2,3,2850000000,280,200,Sumur Bandung,Bandung Tengah,1.5-3M,200-400sqm,-6.9143889000000005,107.61702181771668,0.86
hos18516319,Rumah Baru 2 Lantai Shm Hadap Timur Lokasi Baguus,"Rp 3,15 Miliar","Mekar Wangi, Bandung",4,3,2,3150000000,150,168,Bojongloa Kidul,Bandung Selatan,3-7M,120-200sqm,-6.947036199999999,107.59627135374859,4.27
hos18657594,Rumah Baru Minimalis Modern di Batununggal Sayap Buah Batu,"Rp 7,25 Miliar","Batununggal, Bandung",4,4,4,7250000000,300,400,Batununggal,Bandung Tengah,>7M,200-400sqm,-6.928054100000001,107.6404417263918,3.85
hos14452271,Rumah Baru Mekar Wangi 2 Lantai,"Rp 3,15 Miliar","Mekar Wangi, Bandung",4,3,1,3150000000,150,168,Bojongloa Kidul,Bandung Selatan,3-7M,120-200sqm,-6.947036199999999,107.59627135374859,4.27
hos10594597,"Rumah Baru Mekar Wangi, Lebar Muka 7.5 Meter","Rp 1,85 Miliar","Mekar Wangi, Bandung",2,3,1,1850000000,75,100,Bojongloa Kidul,Bandung Selatan,1.5-3M,60-120sqm,-6.947036199999999,107.59627135374859,4.27
hos18539244,Rumah Lokasi Strategis Dijual di Mekar Molek Bandung,"Rp 3,05 Miliar","Bojongloa Kidul, Bandung",4,3,1,3050000000,116,168,Bojongloa Kidul,Bandung Selatan,3-7M,60-120sqm,-6.947036199999999,107.59627135374859,4.27
hos16380132,Rumah di Setiabudi Regency Bandung SHM,"Rp 2,5 Miliar","Setiabudi, Bandung",2,2,1,2500000000,300,150,Sukasari,Bandung Utara,1.5-3M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos18780120,"Harga Terbaik Rumah Untuk Usaha Di Lokasi Premium Utk Usaha Di Sayap Riau, Kota Bandung",Rp 18 Miliar,"Riau, Bandung",5,3,1,18000000000,445,220,Cibeunying Kaler,Bandung Utara,>7M,400-800sqm,-6.8863341,107.62897980161543,3.43
hos17712410,Rumah Bagus SHM Di ciwastra kota bandung,Rp 680 Juta,"Ciwastra, Bandung",2,2,1,680000000,96,60,Buah Batu,Bandung Selatan,500 juta-1.5M,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos18714682,Rumah Murah Area Buahbatu Turangga Hitung Tanah Strategis,"Rp 1,65 Miliar","Buah Batu, Bandung",2,2,1,1650000000,169,100,Buah Batu,Bandung Selatan,1.5-3M,120-200sqm,-6.965688011053042,107.63789418028449,6.79
hos18353415,Rumah Minimalis 2 Lantai Dalam Cluster Pasirluyu Bkr Dekat Buah Batu Bandung,"Rp 1,8 Miliar","BKR, Bandung",3,3,1,1800000000,120,200,Lengkong,Bandung Tengah,1.5-3M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos18353412,Rumah Indent Fasilitas Lengkap Dp Cm 6jt All In di Ciwastra,Rp 576 Juta,"Ciwastra, Bandung",2,1,1,576000000,60,40,Buah Batu,Bandung Selatan,500 juta-1.5M,60-120sqm,-6.965688011053042,107.63789418028449,6.79
hos18592313,Dijual Rumah Murah Dan Nyaman Di Jl. Cipaku,"Rp 4,5 Miliar","Cipaku, Bandung",4,4,3,4500000000,520,700,Cidadap,Bandung Barat,3-7M,400-800sqm,-6.8627967,107.60935594852518,5.33
hos18703208,"Turun Harga Rumah 2 Lantai Bagus Di Muara Indah, Bandung","Rp 3,75 Miliar","Leuwi Panjang, Bandung",5,4,1,3750000000,240,325,Bojongloa Kidul,Bandung Selatan,3-7M,200-400sqm,-6.947036199999999,107.59627135374859,4.27
hos18539437,Rumah Mewah Keren di Dago Sepang Setra Duta Bandung,"Rp 4,4 Miliar","Setra Duta, Bandung",5,3,1,4400000000,167,440,Sukasari,Bandung Utara,3-7M,120-200sqm,-6.889291249999999,107.58870509879455,3.37
hos14899666,Rumah Lama Lokasi Strategis Area Sukaluyu,"Rp 5,9 Miliar","Sukaluyu, Bandung",6,4,2,5900000000,393,300,Cibeunying Kaler,Bandung Utara,3-7M,200-400sqm,-6.8863341,107.62897980161543,3.43
hos18530265,Rumah Murah Shm Di Komplek Riung Bandung,Rp 825 Juta,"Rancasari, Bandung",3,2,1,825000000,169,80,Rancasari,Bandung Timur,500 juta-1.5M,120-200sqm,-6.9535356,107.67520978505222,8.6
hos18671417,Rumah Bagus Terawat 2 Lantai Di Antapani,"Rp 2,4 Miliar","Antapani, Bandung",4,3,1,2400000000,230,197,Antapani,Bandung Timur,1.5-3M,200-400sqm,-6.9178562,107.65988138469118,5.56
hos17164248,Rumah Hitung Tanah di Awiligar Bandung Utara,"Rp 2,2 Miliar","Awiligar, Bandung",5,4,3,2200000000,418,400,Cibeunying Kaler,Bandung Utara,1.5-3M,400-800sqm,-6.8863341,107.62897980161543,3.43
hos17814122,Rumah Baru 2 Lantai  di Area Turangga Bandung,"Rp 2,45 Miliar","Turangga, Bandung",3,3,1,2450000000,130,108,Lengkong,Bandung Tengah,1.5-3M,120-200sqm,-6.9343483,107.62621853326837,3.14
hos15153143,"Rumah Luas 147 m² di Komplek Kawaluyaan Indah 11, Soekarno Hatta",Rp 995 Juta,"Soekarno Hatta, Bandung",4,4,1,995000000,147,100,Kiaracondong,Bandung Tengah,500 juta-1.5M,120-200sqm,-6.9247499,107.6462773,4.28
hos18530953,Rumah Keren 2 Lantai Minimalis Modern Lingkungan Nyaman Strategis di Mekar Wangi Bandung,"Rp 3,15 Miliar","Mekar Wangi, Bandung",4,3,1,3150000000,150,168,Bojongloa Kidul,Bandung Selatan,3-7M,120-200sqm,-6.947036199999999,107.59627135374859,4.27
hos17801968,Rumah di Setra Dago Antapani Jalan Lebar One Get System,"Rp 2,8 Miliar","Antapani, Bandung",3,3,2,2800000000,225,150,Antapani,Bandung Timur,1.5-3M,200-400sqm,-6.9178562,107.65988138469118,5.56
hos18725141,Dijual Rumah Di Kembar Mas Bandung Shm Bagus,"Rp 1,8 Miliar","Bandung Kota, Bandung",3,2,2,1800000000,140,120,Sumur Bandung,Bandung Tengah,1.5-3M,120-200sqm,-6.9143889000000005,107.61702181771668,0.86
hos17738438,Rumah terawat strategis sayap riau bandung kota,Rp 18 Miliar,"Riau, Bandung",7,4,6,18000000000,538,389,Cibeunying Kaler,Bandung Utara,>7M,400-800sqm,-6.8863341,107.62897980161543,3.43
hos16447135,Rumah Terawat Sayap Riau Bandung Lokasi Hunian,"Rp 6,5 Miliar","Riau, Bandung",7,7,1,6500000000,439,500,Cibeunying Kaler,Bandung Utara,3-7M,400-800sqm,-6.8863341,107.62897980161543,3.43
hos18778906,Rumah Murah Margahayu Raya Cipamokolan Bandung Kota,"Rp 1,1 Miliar","Rancasari, Bandung",3,2,2,1100000000,184,140,Rancasari,Bandung Timur,500 juta-1.5M,120-200sqm,-6.9535356,107.67520978505222,8.6
hos16962839,Rumah Minimalis 2lantai di Pesona Bali City View Ciwaruga Bandung,"Rp 1,3 Miliar","Sayap Dago, Bandung",3,2,1,1300000000,120,75,Coblong,Bandung Utara,500 juta-1.5M,120-200sqm,-6.880933349999999,107.61392108064138,3.35
hos18405889,Rumah Murah Sayap Riau Bandung Lokasi Bagus,"Rp 17,5 Miliar","Riau, Bandung",5,3,7,17500000000,640,400,Cibeunying Kaler,Bandung Utara,>7M,400-800sqm,-6.8863341,107.62897980161543,3.43
hos17227799,Rumah Lokasi Terbaik Turangga Dekat Pelajar Pejuang Dekat Horison,"Rp 4,3 Miliar","Turangga, Bandung",3,2,2,4300000000,296,200,Lengkong,Bandung Tengah,3-7M,200-400sqm,-6.9343483,107.62621853326837,3.14
hos16701410,Rumah Baru Renov di Gg Cinta Wangi Dekat Simpang Dago Bandung,Rp 725 Juta,"Dago, Bandung",3,2,1,725000000,100,90,Coblong,Bandung Utara,500 juta-1.5M,60-120sqm,-6.880933349999999,107.61392108064138,3.35
hos17963257,Rumah Di Area Komersil Sayap Riau Bandung,"Rp 8,5 Miliar","Riau, Bandung",5,2,2,8500000000,407,380,Cibeunying Kaler,Bandung Utara,>7M,400-800sqm,-6.8863341,107.62897980161543,3.43
hos18777618,"Rumah 2 Lantai Bagus di Cilengkrang, Bandung",Rp 750 Juta,"Cilengkrang, Bandung",2,2,1,750000000,86,51,Cibiru,Bandung Timur,500 juta-1.5M,60-120sqm,-6.915058950000001,107.72119143769423,12.29
hos8492547,"Dijual Rumah di Bandung Utara Tenang Dan Aman,harga Setara Njop","Rp 4,2 Miliar","Sarijadi, Bandung",4,3,1,4200000000,306,193,Sukasari,Bandung Utara,3-7M,200-400sqm,-6.889291249999999,107.58870509879455,3.37
hos18694796,Turun Harga Rumah Pinus Regency Dijual Segera,"Rp 1,42 Miliar","Gede Bage, Bandung",4,4,1,1420000000,120,160,Gedebage,Bandung Timur,500 juta-1.5M,120-200sqm,-6.95283425,107.69811481410812,10.77
hos18743769,Dijual Rumah Di Antapani Bandung Harga Terjangkau,"Rp 1,1 Miliar","Antapani, Bandung",3,2,1,1100000000,100,96,Antapani,Bandung Timur,500 juta-1.5M,60-120sqm,-6.9178562,107.65988138469118,5.56
hos17902418,Rumah Baru Sayap Lengkong 2 Lantai Shm,"Rp 7,8 Miliar","Lengkong, Bandung",4,4,1,7800000000,311,465,Lengkong,Bandung Tengah,>7M,200-400sqm,-6.9343483,107.62621853326837,3.14
hos18656889,Rumah Nyaman Cocok Untuk Family Di Cikutra,"Rp 1,95 Miliar","Cikutra, Bandung",3,2,1,1950000000,117,117,Cibeunying Kidul,Bandung Utara,1.5-3M,60-120sqm,-6.89851205,107.65007706308097,4.63
hos18728120,Dijual Rumah Di Kembar Mas Nego Sampai Jadi,"Rp 1,8 Miliar","Regol, Bandung",3,2,2,1800000000,140,120,Regol,Bandung Selatan,1.5-3M,120-200sqm,-6.939712849999999,107.613796906891,3.21
